Excited state,Excitation energy,Oscillator strength,dipole moment,Total dipole,TPA cross section(sos),TPA cross section(dI),Transition dipole moment
0,0.0,-,[-5.0e-06  2.0e-06  1.9e-05],5.1e-05,-,-,-
1,8.7317,0.446,[-6.0e-06  0.0e+00  2.4e-05],6.2e-05,0.0,0.0,[ 1.047347 -0.994244 -0.014029]
2,8.952278,0.0,[-5.4e-05  4.7e-05  4.5e-05],0.000215,0.15,0.01,[ 5.48e-04 -5.00e-04 -1.00e-05]
3,9.141717,0.024,[ 4.3e-05  5.9e-05 -2.1e-05],0.000193,0.0,0.0,[-0.024586 -0.010958  0.323675]
4,9.738266,0.0,[-5.4e-05 -4.7e-05 -3.3e-05],0.000201,4.49,2.67,[ 1.66e-04 -1.54e-04 -7.00e-06]
5,10.15841,0.0,[ 3.5e-05 -5.5e-05 -1.0e-06],0.000165,7.45,3.85,[-3.6e-05 -1.9e-05  1.0e-06]
6,10.520703,0.0,[ 6.0e-06 -2.8e-05  2.4e-05],9.5e-05,4.32,6.82,[ 7.7e-05 -4.0e-06  1.0e-05]
7,11.433792,0.0,[3.3e-05 3.3e-05 2.0e-06],0.000118,32.99,62.96,[-2.9e-05 -2.1e-05  4.3e-05]
8,12.068134,0.0,[ 4.2e-05 -1.9e-05  2.0e-05],0.000127,0.0,0.0,[-0.001385 -0.001455 -0.000152]
9,12.346749,0.0,[ 2.5e-05  6.0e-06 -1.2e-05],7.3e-05,0.0,0.0,[ 2.1e-05  2.3e-05 -3.7e-05]
10,12.476745,0.441,[-7.8e-05  2.0e-06 -1.0e-05],0.000201,0.0,0.0,[ 0.87048  -0.828112 -0.004805]
1->2:,0.220578,0.0,-,-,-,-,[-0.002215 -0.00233  -0.000254]
1->3:,0.410017,0.0,-,-,-,-,[-2.2e-05  4.8e-05  5.0e-06]
2->3:,0.189439,0.001,-,-,-,-,[-0.274051 -0.28835  -0.030581]
1->4:,1.006566,0.0,-,-,-,-,[0.013777 0.014501 0.001503]
2->4:,0.785988,0.0,-,-,-,-,[-2.2e-05  7.0e-06  1.6e-05]
3->4:,0.596549,0.058,-,-,-,-,[1.363481 1.435051 0.152175]
1->5:,1.42671,0.001,-,-,-,-,[-0.005938  0.02096  -0.144448]
2->5:,1.206132,0.0,-,-,-,-,[ 9.0e-06  1.0e-06 -6.6e-05]
3->5:,1.016693,0.08,-,-,-,-,[-1.302584  1.236568  0.009916]
4->5:,0.420144,0.0,-,-,-,-,[ 3.6e-05 -4.3e-05  2.9e-05]
1->6:,1.789003,0.001,-,-,-,-,[ 0.003426 -0.015251  0.113093]
2->6:,1.568425,0.0,-,-,-,-,[-1.2e-05  4.0e-06  6.5e-05]
3->6:,1.378985,0.054,-,-,-,-,[ 0.918385 -0.872154 -0.006843]
4->6:,0.782437,0.0,-,-,-,-,[-3.7e-05  2.5e-05 -1.9e-05]
5->6:,0.362293,0.0,-,-,-,-,[-1.3e-05  2.2e-05  2.8e-05]
1->7:,2.702092,0.001,-,-,-,-,[-0.073408 -0.077196 -0.008189]
2->7:,2.481514,0.0,-,-,-,-,[-7.1e-05 -4.5e-05  1.0e-06]
3->7:,2.292075,0.0,-,-,-,-,[4.02e-04 4.23e-04 3.50e-05]
4->7:,1.695526,0.0,-,-,-,-,[-8.e-06  9.e-06  2.e-06]
5->7:,1.275382,0.0,-,-,-,-,[-1.2e-05  1.6e-05 -0.0e+00]
6->7:,0.91309,0.0,-,-,-,-,[-2.e-06 -7.e-06 -0.e+00]
1->8:,3.336434,0.0,-,-,-,-,[ 4.34e-04 -3.60e-04 -2.00e-06]
2->8:,3.115856,0.048,-,-,-,-,[-0.572205  0.543451  0.005216]
3->8:,2.926417,0.0,-,-,-,-,[-2.1e-05  4.4e-05  3.7e-05]
4->8:,2.329868,0.133,-,-,-,-,[-1.1055    1.050693  0.006513]
5->8:,1.909724,0.03,-,-,-,-,[0.546971 0.57474  0.060991]
6->8:,1.547431,0.036,-,-,-,-,[-0.667967 -0.70252  -0.07452 ]
7->8:,0.634342,0.0,-,-,-,-,[-0.001744  0.000686  0.009177]
1->9:,3.615049,0.0,-,-,-,-,[-2.49e-04  2.87e-04  6.00e-06]
2->9:,3.394471,0.11,-,-,-,-,[ 0.832895 -0.791235 -0.006519]
3->9:,3.205032,0.0,-,-,-,-,[9.0e-06 4.2e-05 6.4e-05]
4->9:,2.608483,0.203,-,-,-,-,[-1.290383  1.226736  0.006736]
5->9:,2.188339,0.151,-,-,-,-,[1.153421 1.212567 0.128648]
6->9:,1.826046,0.032,-,-,-,-,[-0.585646 -0.615766 -0.065326]
7->9:,0.912957,0.0,-,-,-,-,[-0.000677  0.003852 -0.030234]
8->9:,0.278615,0.0,-,-,-,-,[-2.0e-06  2.7e-05 -3.7e-05]
1->10:,3.745045,0.0,-,-,-,-,[ 4.e-06  3.e-06 -3.e-06]
2->10:,3.524467,0.0,-,-,-,-,[-0.003509 -0.003697 -0.000294]
3->10:,3.335027,0.0,-,-,-,-,[1.1e-05 1.1e-05 0.0e+00]
4->10:,2.738479,0.0,-,-,-,-,[-8.79e-04 -9.18e-04 -4.20e-05]
5->10:,2.318335,0.0,-,-,-,-,[-0.00235  -0.002046  0.04041 ]
6->10:,1.956042,0.0,-,-,-,-,[ 0.00163   0.001753 -0.031178]
7->10:,1.042952,0.103,-,-,-,-,[-1.38133  -1.454598 -0.154211]
8->10:,0.408611,0.0,-,-,-,-,[ 7.e-06 -9.e-06  0.e+00]
9->10:,0.129996,0.0,-,-,-,-,[-3.e-06  7.e-06 -0.e+00]
