Excited state,Excitation energy,Oscillator strength,dipole moment,Total dipole,TPA cross section(sos),TPA cross section(dI),Transition dipole moment
0,0.0,-,[-0.000506  0.000767 -0.002246],0.006167,-,-,-
1,8.73668,0.446,[-0.000348  0.000562 -0.002778],0.007259,0.0,0.0,[ 1.045769 -0.993942 -0.015665]
2,9.054337,0.0,[-0.002604  0.010965 -0.004646],0.030984,0.16,0.0,[ 0.003624 -0.001637  0.003673]
3,9.170627,0.025,[0.004604 0.015017 0.00417 ],0.041305,0.0,0.0,[ 0.022565  0.013464 -0.333991]
4,9.833349,0.0,[-0.018739 -0.013203  0.001657],0.058416,4.99,3.07,[ 0.001265 -0.001086  0.002153]
5,10.211753,0.0,[ 0.008122 -0.009906 -0.00137 ],0.032746,5.94,2.66,[-3.10e-05 -2.04e-04 -2.56e-04]
6,10.535385,0.0,[ 0.00389  -0.007261 -0.001991],0.02154,6.85,9.01,[ 0.005302 -0.004265 -0.001677]
7,11.55707,0.0,[0.006409 0.011877 0.001208],0.034441,31.97,59.3,[-0.003587  0.001012 -0.000468]
8,12.165103,0.0,[ 0.007059 -0.002264 -0.000429],0.018873,0.0,0.0,[-0.001527 -0.001599 -0.000341]
9,12.416854,0.0,[ 0.004889 -0.001884  0.000129],0.013322,0.0,0.0,[ 0.000459  0.000385 -0.000684]
10,12.646045,0.422,[-0.019317 -0.005316 -0.000316],0.050932,0.0,0.0,[-0.856756  0.79283   0.004862]
1->2:,0.317657,0.0,-,-,-,-,[ 0.00178   0.001776 -0.00011 ]
1->3:,0.433947,0.0,-,-,-,-,[-0.003932  0.0033   -0.000766]
2->3:,0.11629,0.0,-,-,-,-,[-0.274332 -0.287288 -0.030169]
1->4:,1.096669,0.0,-,-,-,-,[-0.011176 -0.011313 -0.003665]
2->4:,0.779013,0.0,-,-,-,-,[-0.014015 -0.011213 -0.003279]
3->4:,0.662723,0.066,-,-,-,-,[1.412836 1.433835 0.152143]
1->5:,1.475073,0.001,-,-,-,-,[ 0.00244  -0.016547  0.132117]
2->5:,1.157416,0.0,-,-,-,-,[ 0.009581 -0.00809   0.000209]
3->5:,1.041126,0.06,-,-,-,-,[-1.083344  1.085065  0.013262]
4->5:,0.378404,0.0,-,-,-,-,[ 0.006121 -0.009137 -0.000398]
1->6:,1.798705,0.001,-,-,-,-,[-0.001845  0.016808 -0.143394]
2->6:,1.481048,0.0,-,-,-,-,[-0.011609  0.011824 -0.000272]
3->6:,1.364758,0.08,-,-,-,-,[ 1.115132 -1.074164 -0.010926]
4->6:,0.702036,0.0,-,-,-,-,[-0.009673  0.008112  0.00026 ]
5->6:,0.323632,0.0,-,-,-,-,[-0.004954  0.005674 -0.003362]
1->7:,2.82039,0.001,-,-,-,-,[-0.078854 -0.082551 -0.00864 ]
2->7:,2.502733,0.0,-,-,-,-,[-0.001883  0.001193 -0.001118]
3->7:,2.386443,0.0,-,-,-,-,[-0.000397 -0.000354  0.000613]
4->7:,1.72372,0.0,-,-,-,-,[-0.001011  0.000989 -0.000251]
5->7:,1.345317,0.0,-,-,-,-,[4.70e-05 2.92e-04 1.82e-04]
6->7:,1.021685,0.0,-,-,-,-,[-0.000604 -0.00071  -0.00025 ]
1->8:,3.428423,0.0,-,-,-,-,[-0.005386 -0.001292 -0.000271]
2->8:,3.110766,0.026,-,-,-,-,[ 0.416884 -0.403361 -0.005109]
3->8:,2.994476,0.0,-,-,-,-,[ 8.2190e-03 -1.4231e-02 -6.6000e-05]
4->8:,2.331753,0.186,-,-,-,-,[ 1.321851 -1.229844 -0.008311]
5->8:,1.95335,0.036,-,-,-,-,[-0.57358  -0.652779 -0.065934]
6->8:,1.629718,0.065,-,-,-,-,[0.886766 0.914461 0.096345]
7->8:,0.608033,0.0,-,-,-,-,[-0.001179  0.000873  0.003368]
1->9:,3.680174,0.0,-,-,-,-,[ 6.990e-04  3.583e-03 -3.600e-05]
2->9:,3.362517,0.129,-,-,-,-,[ 0.902784 -0.865654 -0.008965]
3->9:,3.246227,0.0,-,-,-,-,[ 7.904e-03  1.396e-03 -1.600e-05]
4->9:,2.583504,0.145,-,-,-,-,[-1.116833  1.020956  0.005293]
5->9:,2.205101,0.103,-,-,-,-,[0.94365  1.004744 0.104366]
6->9:,1.881468,0.041,-,-,-,-,[-0.645809 -0.688277 -0.071493]
7->9:,0.859784,0.0,-,-,-,-,[-0.000583 -0.002921  0.031121]
8->9:,0.251751,0.0,-,-,-,-,[-0.000588 -0.00134  -0.005018]
1->10:,3.909365,0.0,-,-,-,-,[-0.00046  -0.000143 -0.000376]
2->10:,3.591709,0.0,-,-,-,-,[-0.002864 -0.002926 -0.00448 ]
3->10:,3.475419,0.0,-,-,-,-,[-1.34e-04 -8.00e-05 -7.00e-05]
4->10:,2.812696,0.0,-,-,-,-,[-0.000745 -0.000545 -0.001564]
5->10:,2.434292,0.0,-,-,-,-,[-0.001995 -0.001834  0.036351]
6->10:,2.11066,0.0,-,-,-,-,[ 0.001982  0.002208 -0.040432]
7->10:,1.088976,0.111,-,-,-,-,[1.431854 1.439777 0.15345 ]
8->10:,0.480943,0.0,-,-,-,-,[ 9.6e-05 -5.6e-05 -4.2e-05]
9->10:,0.229192,0.0,-,-,-,-,[-0.000297 -0.000373 -0.00022 ]
