Excited state,Excitation energy,Oscillator strength,dipole moment,Total dipole,TPA cross section(sos),TPA cross section(dI),Transition dipole moment
0,0.0,-,[-0.005739 -0.00341  -0.001046],0.017174,-,-,-
1,8.991732,0.457,[-0.005103 -0.002201 -0.000797],0.01427,0.0,0.0,[-1.037189  0.999424  0.007306]
2,9.019521,0.001,[ 0.038278 -0.072685 -0.003965],0.209043,0.14,0.01,[-0.02945   0.023773  0.03684 ]
3,9.286613,0.023,[-0.382446 -0.213849 -0.030044],1.116341,0.02,0.01,[ 0.008777  0.024983 -0.318682]
4,9.848171,0.001,[0.354095 0.375611 0.039966],1.315987,4.3,2.5,[ 0.004331  0.002152 -0.058097]
5,10.380192,0.0,[ 0.008935 -0.06233  -0.003228],0.160257,8.84,5.1,[ 0.00152   0.000695 -0.015486]
6,10.806035,0.0,[9.716e-03 9.048e-03 6.000e-05],0.033745,3.24,5.67,[ 0.001626 -0.000598 -0.003851]
7,11.362561,0.005,[-0.21288  -0.106899 -0.016353],0.606902,39.47,63.25,[ 0.136146 -0.003874  0.005695]
8,12.318471,0.0,[-0.001784  0.01666   0.000642],0.04262,0.05,0.04,[-0.003519  0.002242  0.003829]
9,12.371517,0.451,[0.289798 0.197497 0.025705],0.893772,0.38,0.41,[-1.037027  0.642991 -0.010029]
10,12.57076,0.0,[0.013988 0.010857 0.001206],0.045111,0.02,0.02,[ 0.002738  0.004152 -0.022447]
1->2:,0.02779,0.0,-,-,-,-,[-0.003108  0.000637 -0.003659]
1->3:,0.294881,0.0,-,-,-,-,[-0.003651 -0.005233 -0.003398]
2->3:,0.267091,0.001,-,-,-,-,[0.325045 0.255204 0.030231]
1->4:,0.856439,0.0,-,-,-,-,[-0.006352 -0.007167  0.005065]
2->4:,0.82865,0.0,-,-,-,-,[-0.115585 -0.062643 -0.008575]
3->4:,0.561559,0.051,-,-,-,-,[1.427656 1.292002 0.144466]
1->5:,1.388461,0.001,-,-,-,-,[-0.014284 -0.003874  0.169265]
2->5:,1.360671,0.001,-,-,-,-,[-0.090124  0.110154  0.006746]
3->5:,1.09358,0.098,-,-,-,-,[ 1.309767 -1.388238 -0.02022 ]
4->5:,0.532021,0.001,-,-,-,-,[ 0.18363  -0.160466 -0.000726]
1->6:,1.814303,0.001,-,-,-,-,[-0.007024 -0.00403   0.110822]
2->6:,1.786513,0.001,-,-,-,-,[-0.100322  0.086891  0.003405]
3->6:,1.519422,0.039,-,-,-,-,[ 0.689228 -0.752596 -0.011952]
4->6:,0.957863,0.001,-,-,-,-,[ 0.10938  -0.102292 -0.000887]
5->6:,0.425842,0.0,-,-,-,-,[-0.001858 -0.034899 -0.001546]
1->7:,2.370829,0.001,-,-,-,-,[0.064008 0.080211 0.007969]
2->7:,2.34304,0.0,-,-,-,-,[ 0.002877  0.002221 -0.004889]
3->7:,2.075948,0.0,-,-,-,-,[ 0.000914  0.001192 -0.013923]
4->7:,1.51439,0.0,-,-,-,-,[-0.000427  0.000161  0.001524]
5->7:,0.982368,0.0,-,-,-,-,[-0.000213 -0.000563  0.004265]
6->7:,0.556526,0.0,-,-,-,-,[-0.000186 -0.000281  0.002476]
1->8:,3.326739,0.0,-,-,-,-,[ 0.014218 -0.011693  0.012738]
2->8:,3.29895,0.027,-,-,-,-,[-0.442449  0.375827  0.001512]
3->8:,3.031859,0.005,-,-,-,-,[-0.182379  0.172318  0.00216 ]
4->8:,2.4703,0.188,-,-,-,-,[ 1.31762  -1.173402 -0.008603]
5->8:,1.938279,0.068,-,-,-,-,[0.740716 0.940447 0.090949]
6->8:,1.512437,0.035,-,-,-,-,[0.560274 0.797381 0.07392 ]
7->8:,0.95591,0.0,-,-,-,-,[0.00618  0.002756 0.005383]
1->9:,3.379785,0.0,-,-,-,-,[ 1.200e-05 -1.534e-03 -5.420e-04]
2->9:,3.351996,0.0,-,-,-,-,[-0.00072  -0.004172  0.017312]
3->9:,3.084905,0.0,-,-,-,-,[ 6.200e-05 -1.265e-03  6.346e-03]
4->9:,2.523346,0.0,-,-,-,-,[-0.002982  0.005375 -0.020159]
5->9:,1.991325,0.0,-,-,-,-,[-2.9700e-04 -4.1000e-05 -4.3556e-02]
6->9:,1.565482,0.0,-,-,-,-,[-0.000868 -0.001279 -0.024999]
7->9:,1.008956,0.099,-,-,-,-,[1.543506 1.258414 0.147805]
8->9:,0.053046,0.0,-,-,-,-,[ 0.001344  0.000539 -0.000822]
1->10:,3.579028,0.0,-,-,-,-,[ 0.023057 -0.020117 -0.007736]
2->10:,3.551239,0.133,-,-,-,-,[-0.939778  0.803049  0.002487]
3->10:,3.284148,0.0,-,-,-,-,[ 0.032391 -0.045538 -0.00186 ]
4->10:,2.722589,0.15,-,-,-,-,[-1.118841  0.997116  0.007705]
5->10:,2.190568,0.138,-,-,-,-,[-0.96356  -1.276186 -0.121594]
6->10:,1.764726,0.011,-,-,-,-,[-0.316536 -0.378538 -0.037603]
7->10:,1.208199,0.0,-,-,-,-,[-0.004446  0.003269  0.031161]
8->10:,0.252289,0.0,-,-,-,-,[-0.062244  0.025394 -0.002555]
9->10:,0.199243,0.0,-,-,-,-,[-3.710e-04 -9.500e-05  3.807e-03]
