Excited state,Excitation energy,Oscillator strength,dipole moment,Total dipole,TPA cross section(sos),TPA cross section(dI),Transition dipole moment
0,0.0,-,[-0.001087 -0.006581 -0.000623],0.017028,-,-,-
1,8.739341,0.447,[-0.00079  -0.006303 -0.000564],0.01621,0.0,0.0,[ 1.042297 -0.99958  -0.00989 ]
2,8.991179,0.0,[-0.085549 -0.01136  -0.005168],0.219745,0.18,0.01,[ 0.00511  -0.009605  0.04313 ]
3,9.135904,0.023,[-0.002309 -0.238863 -0.013872],0.60818,0.0,0.0,[ 0.016644  0.017139 -0.319317]
4,9.762998,0.0,[0.232299 0.196473 0.022898],0.7755,4.5,2.77,[ 0.000564 -0.004921  0.040324]
5,10.179776,0.0,[-0.103867  0.032779 -0.003152],0.276954,6.5,3.06,[-0.001091 -0.001159  0.014391]
6,10.517488,0.0,[-0.051244  0.015077 -0.001768],0.135844,5.55,7.86,[ 0.000956  0.001765 -0.014566]
7,11.461409,0.004,[-0.008971 -0.157755 -0.00969 ],0.402376,45.16,61.34,[-0.012738 -0.117242 -0.00674 ]
8,12.116548,0.0,[0.029714 0.024177 0.002684],0.097606,0.06,0.05,[ 1.250e-04 -4.900e-05  1.319e-03]
9,12.376528,0.0,[0.011512 0.055367 0.003816],0.144065,0.02,0.02,[ 0.001038  0.001258 -0.022245]
10,12.517982,0.449,[0.124308 0.181135 0.016821],0.560023,0.33,0.26,[ 0.612588 -1.042281 -0.032185]
1->2:,0.251838,0.0,-,-,-,-,[ 0.000279 -0.000547 -0.003543]
1->3:,0.396564,0.0,-,-,-,-,[-0.000227  0.000504 -0.000888]
2->3:,0.144725,0.001,-,-,-,-,[0.246915 0.353567 0.032312]
1->4:,1.023658,0.0,-,-,-,-,[ 0.001474  0.00175  -0.013401]
2->4:,0.771819,0.001,-,-,-,-,[0.090948 0.179542 0.014557]
3->4:,0.627094,0.06,-,-,-,-,[-1.171924 -1.577929 -0.147965]
1->5:,1.440435,0.001,-,-,-,-,[ 0.005441  0.008788 -0.134728]
2->5:,1.188597,0.001,-,-,-,-,[-0.143803  0.080488 -0.002871]
3->5:,1.043871,0.069,-,-,-,-,[ 1.312874 -0.97827   0.004482]
4->5:,0.416777,0.0,-,-,-,-,[-0.062411  0.073819  0.001787]
1->6:,1.778148,0.001,-,-,-,-,[-0.005474 -0.007939  0.128805]
2->6:,1.526309,0.001,-,-,-,-,[ 0.136292 -0.133808 -0.000418]
3->6:,1.381584,0.066,-,-,-,-,[-1.083996e+00  8.874820e-01  1.001000e-03]
4->6:,0.75449,0.0,-,-,-,-,[ 0.064701 -0.067131 -0.001213]
5->6:,0.337713,0.0,-,-,-,-,[ 0.074199 -0.005035  0.003031]
1->7:,2.722068,0.001,-,-,-,-,[-0.08155  -0.073254 -0.008178]
2->7:,2.47023,0.0,-,-,-,-,[-0.000805 -0.001154  0.002387]
3->7:,2.325504,0.0,-,-,-,-,[-0.000597 -0.000656  0.009495]
4->7:,1.69841,0.0,-,-,-,-,[-5.400e-05 -1.490e-04  1.963e-03]
5->7:,1.281633,0.0,-,-,-,-,[-3.400e-04  5.300e-05  2.034e-03]
6->7:,0.943921,0.0,-,-,-,-,[ 0.000215  0.000106 -0.00226 ]
1->8:,3.377208,0.0,-,-,-,-,[-0.005628  0.004855  0.013329]
2->8:,3.125369,0.032,-,-,-,-,[ 0.461047 -0.459256 -0.005233]
3->8:,2.980644,0.002,-,-,-,-,[ 0.10822  -0.125366 -0.001579]
4->8:,2.35355,0.163,-,-,-,-,[ 1.121574 -1.250562 -0.020382]
5->8:,1.936773,0.036,-,-,-,-,[-0.705092 -0.497822 -0.062571]
6->8:,1.59906,0.051,-,-,-,-,[0.861688 0.74368  0.084382]
7->8:,0.65514,0.0,-,-,-,-,[ 0.000281  0.000227 -0.006101]
1->9:,3.637187,0.0,-,-,-,-,[-0.003749  0.004147 -0.006987]
2->9:,3.385348,0.123,-,-,-,-,[ 0.842581 -0.88164  -0.011923]
3->9:,3.240623,0.0,-,-,-,-,[ 4.8072e-02 -2.3737e-02 -4.8000e-05]
4->9:,2.613529,0.167,-,-,-,-,[-1.041289  1.232263  0.023089]
5->9:,2.196752,0.125,-,-,-,-,[1.18885  0.945749 0.111723]
6->9:,1.859039,0.038,-,-,-,-,[-0.694032 -0.584813 -0.067146]
7->9:,0.915119,0.0,-,-,-,-,[ 0.001345  0.001842 -0.030566]
8->9:,0.259979,0.0,-,-,-,-,[ 0.020919 -0.08284  -0.004238]
1->10:,3.778641,0.0,-,-,-,-,[8.000e-05 4.927e-03 7.800e-05]
2->10:,3.526803,0.0,-,-,-,-,[-0.001809 -0.002292  0.034942]
3->10:,3.382078,0.0,-,-,-,-,[-0.000626 -0.000703  0.009188]
4->10:,2.754984,0.0,-,-,-,-,[-0.001334 -0.001443  0.025714]
5->10:,2.338206,0.0,-,-,-,-,[-0.001705 -0.002106  0.036753]
6->10:,2.000494,0.0,-,-,-,-,[ 0.001563  0.001947 -0.034357]
7->10:,1.056573,0.105,-,-,-,-,[-1.038468 -1.714896 -0.14966 ]
8->10:,0.401434,0.0,-,-,-,-,[-3.600e-05  2.470e-04 -1.455e-03]
9->10:,0.141455,0.0,-,-,-,-,[-0.000257 -0.00012   0.002738]
