Excited state,Excitation energy,Oscillator strength,dipole moment,Total dipole,TPA cross section(sos),TPA cross section(dI),Transition dipole moment
0,0.0,-,[-0.001207 -0.000127  0.011258],0.028781,-,-,-
1,8.726062,0.433,[-0.001306  0.000877  0.014469],0.036993,0.0,0.0,[ 1.032952 -0.979798 -0.011359]
2,9.060671,0.011,[-0.004976  0.009387  0.025625],0.07051,0.17,0.0,[-0.152914  0.156209  0.001042]
3,9.172661,0.025,[-0.002342 -0.007009 -0.015805],0.044346,0.09,0.05,[ 0.030285  0.001215 -0.334796]
4,9.836945,0.002,[ 0.003065  0.00349  -0.015627],0.041438,4.99,3.07,[ 0.061546 -0.059591 -0.001671]
5,10.213216,0.0,[ 0.001675 -0.005099  0.00494 ],0.01854,5.96,2.68,[0.007049 0.00988  0.001996]
6,10.536266,0.0,[ 9.00e-06 -4.02e-03  8.10e-03],0.022984,6.87,9.03,[ 0.008372 -0.039224 -0.001432]
7,11.561999,0.0,[ 0.001573 -0.001494 -0.000906],0.005975,32.03,59.21,[-0.001321 -0.004691 -0.019701]
8,12.164635,0.0,[ 0.005714 -0.000561  0.00347 ],0.017051,0.04,0.04,[0.003203 0.003861 0.000362]
9,12.416218,0.0,[ 3.967e-03  4.450e-04 -3.700e-05],0.010148,0.13,0.1,[-0.001011 -0.000865  0.001185]
10,12.651191,0.422,[-0.004186  0.00639  -0.003211],0.021063,0.02,0.02,[ 0.865907 -0.781294  0.007646]
1->2:,0.334609,0.0,-,-,-,-,[-0.004759 -0.003193  0.00223 ]
1->3:,0.446599,0.0,-,-,-,-,[ 0.013176 -0.021863 -0.000503]
2->3:,0.11199,0.0,-,-,-,-,[0.277127 0.293928 0.026075]
1->4:,1.110883,0.0,-,-,-,-,[-0.024287 -0.024557 -0.005507]
2->4:,0.776274,0.0,-,-,-,-,[ 0.01152   0.007089 -0.008538]
3->4:,0.664284,0.066,-,-,-,-,[1.421062 1.425854 0.130615]
1->5:,1.487154,0.001,-,-,-,-,[-0.012562  0.024742 -0.132506]
2->5:,1.152545,0.0,-,-,-,-,[ 0.005489 -0.007246  0.016494]
3->5:,1.040555,0.06,-,-,-,-,[ 1.077149e+00 -1.091635e+00 -9.350000e-04]
4->5:,0.37627,0.0,-,-,-,-,[-0.002072  0.000366  0.011713]
1->6:,1.810204,0.001,-,-,-,-,[ 0.012015 -0.024279  0.1424  ]
2->6:,1.475595,0.0,-,-,-,-,[-0.004968  0.006808 -0.023791]
3->6:,1.363605,0.08,-,-,-,-,[-1.111468  1.079015 -0.00168 ]
4->6:,0.69932,0.0,-,-,-,-,[ 0.002999  0.00064  -0.01019 ]
5->6:,0.32305,0.0,-,-,-,-,[-0.000971  0.002542  0.017687]
1->7:,2.835937,0.001,-,-,-,-,[-0.07812  -0.080253 -0.007134]
2->7:,2.501328,0.0,-,-,-,-,[0.011184 0.027142 0.002658]
3->7:,2.389338,0.0,-,-,-,-,[-6.61e-04 -9.43e-04  3.40e-05]
4->7:,1.725054,0.0,-,-,-,-,[ 0.005969 -0.004396 -0.000199]
5->7:,1.348783,0.0,-,-,-,-,[ 0.006082 -0.003895  0.000112]
6->7:,1.025733,0.0,-,-,-,-,[-0.005283 -0.001332 -0.00035 ]
1->8:,3.438572,0.002,-,-,-,-,[ 0.098472 -0.125332 -0.000527]
2->8:,3.103963,0.024,-,-,-,-,[ 0.409094 -0.390962 -0.001328]
3->8:,2.991974,0.0,-,-,-,-,[ 0.001984  0.002947 -0.019118]
4->8:,2.327689,0.185,-,-,-,-,[-1.322668  1.220936 -0.009607]
5->8:,1.951419,0.036,-,-,-,-,[-0.565225 -0.655286 -0.055853]
6->8:,1.628369,0.065,-,-,-,-,[0.881192 0.916397 0.082357]
7->8:,0.602636,0.0,-,-,-,-,[ 0.002597 -0.002179 -0.003475]
1->9:,3.690156,0.001,-,-,-,-,[ 0.097566 -0.073231  0.000521]
2->9:,3.355547,0.127,-,-,-,-,[ 0.898467 -0.862279  0.001203]
3->9:,3.243557,0.0,-,-,-,-,[-0.007928  0.000642  0.022778]
4->9:,2.579272,0.145,-,-,-,-,[ 1.124966 -1.017629  0.010633]
5->9:,2.203002,0.103,-,-,-,-,[0.939977 1.011996 0.089354]
6->9:,1.879952,0.042,-,-,-,-,[-0.645865 -0.694737 -0.061435]
7->9:,0.854219,0.0,-,-,-,-,[-0.000453  0.003832 -0.031063]
8->9:,0.251583,0.0,-,-,-,-,[-0.000424 -0.005255  0.024209]
1->10:,3.925129,0.0,-,-,-,-,[-0.000499 -0.000483 -0.00256 ]
2->10:,3.59052,0.0,-,-,-,-,[-0.006726 -0.006738 -0.005973]
3->10:,3.47853,0.0,-,-,-,-,[0.003902 0.004444 0.000554]
4->10:,2.814245,0.0,-,-,-,-,[0.001563 0.001515 0.002908]
5->10:,2.437975,0.0,-,-,-,-,[-0.002313 -0.000954  0.036374]
6->10:,2.114925,0.0,-,-,-,-,[ 0.002117  0.001542 -0.040593]
7->10:,1.089192,0.111,-,-,-,-,[-1.447071 -1.426401 -0.131926]
8->10:,0.486556,0.0,-,-,-,-,[ 0.003029 -0.002993 -0.000152]
9->10:,0.234973,0.0,-,-,-,-,[ 0.004636 -0.001133  0.000195]
