Excited state,Excitation energy,Oscillator strength,dipole moment,Total dipole,TPA cross section(sos),TPA cross section(dI),Transition dipole moment
0,0.0,-,[-0.001449  0.000466  0.000344],0.003966,-,-,-
1,8.736902,0.446,[-0.001316  0.000309  0.00043 ],0.003606,0.0,0.0,[-1.045011  0.994656  0.009326]
2,9.061788,0.0,[-0.005497 -0.002058  0.000503],0.014973,0.16,0.0,[ 0.004077 -0.003876 -0.003641]
3,9.174275,0.025,[-0.0229    0.013182 -0.000825],0.067193,0.0,0.0,[-0.015468 -0.020315  0.334942]
4,9.841446,0.0,[0.002769 0.020128 0.000759],0.051679,5.03,3.1,[ 0.001689 -0.001359 -0.003013]
5,10.216128,0.0,[ 0.013831 -0.021048 -0.000394],0.064023,5.86,2.6,[ 0.000272  0.000308 -0.001462]
6,10.538554,0.0,[ 0.007036 -0.015334 -0.000299],0.042888,7.04,9.17,[-0.000229  0.001418 -0.003867]
7,11.567899,0.0,[-0.013934  0.007413 -0.000248],0.040123,31.97,59.06,[-0.010469 -0.002143 -0.000129]
8,12.171455,0.0,[0.012267 0.000751 0.000715],0.031291,0.0,0.0,[ 0.000125  0.000122 -0.000611]
9,12.422509,0.0,[ 1.0424e-02 -2.5000e-05  5.0900e-04],0.026527,0.0,0.0,[ 0.000147  0.000169 -0.002509]
10,12.659967,0.422,[3.6000e-05 1.5092e-02 7.3700e-04],0.038406,0.01,0.0,[ 0.819185 -0.829725 -0.010655]
1->2:,0.324886,0.0,-,-,-,-,[ 9.50e-05  1.23e-04 -1.48e-04]
1->3:,0.437374,0.0,-,-,-,-,[ 0.000525 -0.000668 -0.00079 ]
2->3:,0.112488,0.0,-,-,-,-,[0.270203 0.290052 0.030083]
1->4:,1.104544,0.0,-,-,-,-,[-0.000615 -0.000647  0.000217]
2->4:,0.779658,0.0,-,-,-,-,[0.011907 0.010359 0.001513]
3->4:,0.667171,0.067,-,-,-,-,[-1.387564 -1.461818 -0.152749]
1->5:,1.479227,0.001,-,-,-,-,[-0.006732 -0.007371  0.131678]
2->5:,1.154341,0.0,-,-,-,-,[ 0.005769 -0.010971 -0.000799]
3->5:,1.041853,0.059,-,-,-,-,[-1.092117  1.051872  0.010851]
4->5:,0.374682,0.0,-,-,-,-,[0.003227 0.006037 0.000802]
1->6:,1.801652,0.001,-,-,-,-,[-0.007359 -0.008195  0.145401]
2->6:,1.476766,0.0,-,-,-,-,[ 0.013686 -0.010188 -0.000576]
3->6:,1.364279,0.082,-,-,-,-,[-1.138551  1.072725  0.009897]
4->6:,0.697108,0.0,-,-,-,-,[0.000451 0.001935 0.000401]
5->6:,0.322425,0.0,-,-,-,-,[ 0.006323 -0.015145 -0.001189]
1->7:,2.830998,0.001,-,-,-,-,[-0.080023 -0.082182 -0.008681]
2->7:,2.506112,0.0,-,-,-,-,[0.000191 0.000718 0.000798]
3->7:,2.393624,0.0,-,-,-,-,[-6.60e-05 -8.60e-05  1.85e-03]
4->7:,1.726453,0.0,-,-,-,-,[-1.83e-04  1.48e-04  1.10e-05]
5->7:,1.351771,0.0,-,-,-,-,[-0.000154  0.0001   -0.000143]
6->7:,1.029346,0.0,-,-,-,-,[-1.55e-04 -4.60e-05 -2.23e-04]
1->8:,3.434554,0.0,-,-,-,-,[ 0.002262 -0.00347   0.001813]
2->8:,3.109668,0.024,-,-,-,-,[ 0.406215 -0.395284 -0.00423 ]
3->8:,2.99718,0.0,-,-,-,-,[ 9.609e-03 -7.650e-04 -8.800e-05]
4->8:,2.330009,0.19,-,-,-,-,[ 1.319336 -1.257048 -0.012418]
5->8:,1.955327,0.037,-,-,-,-,[0.594555 0.636381 0.066055]
6->8:,1.632901,0.067,-,-,-,-,[0.912682 0.917024 0.097833]
7->8:,0.603556,0.0,-,-,-,-,[ 9.000e-05  2.430e-04 -2.984e-03]
1->9:,3.685608,0.0,-,-,-,-,[-0.002654  0.001826  0.000583]
2->9:,3.360722,0.13,-,-,-,-,[-0.901127  0.874288  0.00932 ]
3->9:,3.248234,0.0,-,-,-,-,[0.000551 0.011662 0.000142]
4->9:,2.581063,0.141,-,-,-,-,[ 1.086352 -1.026739 -0.009765]
5->9:,2.206381,0.1,-,-,-,-,[0.949861 0.972076 0.102875]
6->9:,1.883955,0.041,-,-,-,-,[0.657561 0.679388 0.071599]
7->9:,0.85461,0.0,-,-,-,-,[-0.001527 -0.001795  0.031161]
8->9:,0.251054,0.0,-,-,-,-,[ 0.011371 -0.000526 -0.000327]
1->10:,3.923065,0.0,-,-,-,-,[-0.000952 -0.000119  0.      ]
2->10:,3.598179,0.0,-,-,-,-,[-5.800e-05 -5.300e-05 -2.143e-03]
3->10:,3.485691,0.0,-,-,-,-,[-0.000116 -0.000132  0.0004  ]
4->10:,2.818521,0.0,-,-,-,-,[ 7.200e-05  1.360e-04 -2.654e-03]
5->10:,2.443838,0.0,-,-,-,-,[-0.001703 -0.002176  0.036156]
6->10:,2.121413,0.0,-,-,-,-,[-0.001949 -0.00246   0.041016]
7->10:,1.092067,0.111,-,-,-,-,[1.381902 1.490038 0.154166]
8->10:,0.488511,0.0,-,-,-,-,[-8.80e-05  6.70e-05  2.57e-04]
9->10:,0.237457,0.0,-,-,-,-,[ 1.23e-04 -1.50e-05  1.48e-04]
