Excited state,Excitation energy,Oscillator strength,dipole moment,Total dipole,TPA cross section(sos),TPA cross section(dI),Transition dipole moment
0,0.0,-,[-3.80e-05 -3.20e-05  4.55e-04],0.001164,-,-,-
1,8.731787,0.446,[-2.20e-05 -5.40e-05  5.55e-04],0.001418,0.0,0.0,[ 1.047187 -0.994555 -0.006994]
2,8.952439,0.0,[-0.00173   0.001342  0.001038],0.006159,0.15,0.01,[ 0.000766 -0.000269  0.000138]
3,9.141657,0.024,[ 0.001326 -0.002315 -0.000688],0.007003,0.0,0.0,[-0.013061 -0.022665  0.32346 ]
4,9.738241,0.0,[ 0.00148   0.000191 -0.000551],0.004044,4.49,2.67,[ 0.000193 -0.000124  0.000131]
5,10.158445,0.0,[-8.26e-04  6.58e-04  1.80e-05],0.002684,7.45,3.85,[ 0.000257 -0.000151 -0.000371]
6,10.520818,0.0,[-0.000249  0.000189  0.00059 ],0.001696,4.32,6.82,[-0.001035  0.000898  0.000145]
7,11.433848,0.0,[ 9.260e-04 -1.568e-03 -8.500e-05],0.004633,32.99,62.96,[-0.001233 -0.001629 -0.000115]
8,12.068253,0.0,[ 0.000688 -0.000665  0.000451],0.002687,0.0,0.0,[4.73e-04 4.93e-04 5.20e-05]
9,12.346809,0.0,[-0.000325  0.000471 -0.0003  ],0.001641,0.0,0.0,[-1.30e-05 -5.00e-06  2.66e-04]
10,12.476793,0.441,[-1.550e-04  1.198e-03 -8.900e-05],0.003079,0.0,0.0,[-0.868448  0.830218  0.008496]
1->2:,0.220652,0.0,-,-,-,-,[7.55e-04 7.96e-04 5.30e-05]
1->3:,0.40987,0.0,-,-,-,-,[-8.4e-04  8.2e-04  8.5e-05]
2->3:,0.189218,0.001,-,-,-,-,[-0.27378  -0.288719 -0.031281]
1->4:,1.006453,0.0,-,-,-,-,[-0.00468  -0.004933 -0.000618]
2->4:,0.785802,0.0,-,-,-,-,[-0.000332  0.000918  0.000433]
3->4:,0.596583,0.058,-,-,-,-,[1.362195 1.43601  0.155603]
1->5:,1.426658,0.001,-,-,-,-,[-0.011599 -0.004661  0.14459 ]
2->5:,1.206006,0.0,-,-,-,-,[ 5.27e-04 -7.80e-05  8.70e-05]
3->5:,1.016788,0.08,-,-,-,-,[ 1.303479 -1.236127 -0.011157]
4->5:,0.420205,0.0,-,-,-,-,[-1.39e-04 -7.84e-04 -8.50e-05]
1->6:,1.789031,0.001,-,-,-,-,[ 0.008661  0.004042 -0.113134]
2->6:,1.568379,0.0,-,-,-,-,[-1.67e-04  5.24e-04 -4.10e-05]
3->6:,1.37916,0.054,-,-,-,-,[-0.91885   0.871161  0.007908]
4->6:,0.782577,0.0,-,-,-,-,[2.20e-05 5.58e-04 5.40e-05]
5->6:,0.362373,0.0,-,-,-,-,[ 0.000428 -0.000345  0.00063 ]
1->7:,2.70206,0.001,-,-,-,-,[-0.073461 -0.077122 -0.008372]
2->7:,2.481409,0.0,-,-,-,-,[-0.000406  0.000256  0.00017 ]
3->7:,2.29219,0.0,-,-,-,-,[-0.00013  -0.000135 -0.000158]
4->7:,1.695607,0.0,-,-,-,-,[-2.09e-04  1.94e-04  6.90e-05]
5->7:,1.275402,0.0,-,-,-,-,[-4.1e-05 -7.1e-05 -1.5e-05]
6->7:,0.91303,0.0,-,-,-,-,[1.04e-04 1.14e-04 2.00e-05]
1->8:,3.336466,0.0,-,-,-,-,[1.013e-03 2.530e-04 3.500e-05]
2->8:,3.115814,0.047,-,-,-,-,[-0.571586  0.543497  0.004693]
3->8:,2.926595,0.0,-,-,-,-,[ 5.42e-04 -2.81e-04  4.50e-05]
4->8:,2.330012,0.133,-,-,-,-,[-1.105858  1.051089  0.010283]
5->8:,1.909808,0.03,-,-,-,-,[-0.54762  -0.574938 -0.06241 ]
6->8:,1.547435,0.036,-,-,-,-,[0.669112 0.70135  0.076186]
7->8:,0.634405,0.0,-,-,-,-,[-1.800e-05 -9.840e-04  9.158e-03]
1->9:,3.615022,0.0,-,-,-,-,[-3.23e-04 -8.88e-04 -4.60e-05]
2->9:,3.39437,0.11,-,-,-,-,[-0.832762  0.791865  0.007209]
3->9:,3.205152,0.0,-,-,-,-,[-2.75e-04 -1.87e-04 -8.60e-05]
4->9:,2.608569,0.202,-,-,-,-,[ 1.290136 -1.22627  -0.012299]
5->9:,2.188364,0.151,-,-,-,-,[1.154538 1.211195 0.13152 ]
6->9:,1.825991,0.032,-,-,-,-,[-0.585664 -0.614743 -0.066737]
7->9:,0.912962,0.0,-,-,-,-,[-0.002222 -0.001151  0.030255]
8->9:,0.278557,0.0,-,-,-,-,[ 0.000977 -0.001127  0.00088 ]
1->10:,3.745006,0.0,-,-,-,-,[ 2.7e-05 -3.1e-05  6.6e-05]
2->10:,3.524354,0.0,-,-,-,-,[-0.001168 -0.00124  -0.000495]
3->10:,3.335136,0.0,-,-,-,-,[-2.1e-05 -9.0e-06  7.3e-05]
4->10:,2.738553,0.0,-,-,-,-,[-0.000296 -0.00028  -0.000336]
5->10:,2.318348,0.0,-,-,-,-,[-0.001887 -0.002611  0.040406]
6->10:,1.955975,0.0,-,-,-,-,[ 0.001517  0.001954 -0.031165]
7->10:,1.042946,0.103,-,-,-,-,[1.378518 1.456911 0.157695]
8->10:,0.408541,0.0,-,-,-,-,[9.0e-06 2.7e-05 1.0e-06]
9->10:,0.129984,0.0,-,-,-,-,[5.5e-05 7.1e-05 1.6e-05]
