Excited state,Excitation energy,Oscillator strength,dipole moment,Total dipole,TPA cross section(sos),TPA cross section(dI),Transition dipole moment
0,0.0,-,[-0.00042   0.000693 -0.002244],0.006064,-,-,-
1,8.73648,0.445,[-0.000276  0.000559 -0.002758],0.007187,0.0,0.0,[-1.044721  0.993231  0.009817]
2,9.054387,0.001,[-0.00248   0.011503 -0.004591],0.032104,0.16,0.0,[ 0.043683 -0.03978   0.003469]
3,9.169785,0.025,[0.006471 0.012738 0.004137],0.037805,0.01,0.0,[ 0.02088   0.016281 -0.333607]
4,9.832339,0.0,[-0.017972 -0.014181  0.001678],0.058344,4.98,3.06,[ 0.016662 -0.015689  0.00203 ]
5,10.211217,0.0,[ 0.006425 -0.008255 -0.00148 ],0.026855,5.93,2.65,[0.001673 0.002636 0.000717]
6,10.535046,0.0,[ 0.002804 -0.006235 -0.00204 ],0.018134,6.84,9.0,[-0.009201  0.00034   0.000815]
7,11.555562,0.0,[0.007738 0.010737 0.001255],0.03379,31.97,59.31,[ 0.004214 -0.00038   0.005284]
8,12.164934,0.0,[ 0.006644 -0.001821 -0.000375],0.017537,0.0,0.0,[-0.000709 -0.000861 -0.000274]
9,12.416704,0.0,[ 0.004416 -0.00141   0.000165],0.011789,0.01,0.01,[ 0.000261  0.000211 -0.000755]
10,12.644261,0.422,[-0.018952 -0.005897 -0.000165],0.05045,0.0,0.0,[-0.85732   0.792157  0.003251]
1->2:,0.317907,0.0,-,-,-,-,[-0.001267 -0.000719  0.000101]
1->3:,0.433305,0.0,-,-,-,-,[ 0.005121 -0.002243  0.000829]
2->3:,0.115398,0.0,-,-,-,-,[-0.275161 -0.28789  -0.031345]
1->4:,1.095859,0.0,-,-,-,-,[0.005556 0.005744 0.003229]
2->4:,0.777953,0.0,-,-,-,-,[-0.015047 -0.011749 -0.0035  ]
3->4:,0.662555,0.066,-,-,-,-,[1.413513 1.432183 0.157571]
1->5:,1.474736,0.001,-,-,-,-,[-0.002194 -0.012435  0.132011]
2->5:,1.15683,0.0,-,-,-,-,[-0.009653  0.009251 -0.004273]
3->5:,1.041432,0.06,-,-,-,-,[ 1.08207  -1.087145 -0.010479]
4->5:,0.378877,0.0,-,-,-,-,[-0.006849  0.008543  0.003101]
1->6:,1.798566,0.001,-,-,-,-,[ 0.002893  0.012758 -0.143213]
2->6:,1.480659,0.0,-,-,-,-,[ 0.012095 -0.012642  0.006284]
3->6:,1.365261,0.08,-,-,-,-,[-1.114184  1.073864  0.007989]
4->6:,0.702707,0.0,-,-,-,-,[ 0.010075 -0.007835 -0.00278 ]
5->6:,0.323829,0.0,-,-,-,-,[-0.003894  0.004648 -0.003314]
1->7:,2.819082,0.001,-,-,-,-,[-0.078625 -0.08242  -0.008899]
2->7:,2.501175,0.0,-,-,-,-,[0.006629 0.003773 0.001634]
3->7:,2.385777,0.0,-,-,-,-,[ 0.000241  0.000276 -0.000684]
4->7:,1.723223,0.0,-,-,-,-,[ 0.000844 -0.001101  0.000254]
5->7:,1.344345,0.0,-,-,-,-,[-0.001264  0.001501  0.00019 ]
6->7:,1.020516,0.0,-,-,-,-,[-0.000101 -0.001223 -0.00026 ]
1->8:,3.428454,0.0,-,-,-,-,[ 0.034066 -0.026084  0.000102]
2->8:,3.110547,0.025,-,-,-,-,[ 0.414575 -0.401882 -0.003612]
3->8:,2.995149,0.0,-,-,-,-,[ 0.008481 -0.014304  0.004744]
4->8:,2.332595,0.186,-,-,-,-,[ 1.323429 -1.229541 -0.005636]
5->8:,1.953717,0.036,-,-,-,-,[0.572772 0.65529  0.068355]
6->8:,1.629888,0.065,-,-,-,-,[-0.887273 -0.914062 -0.099826]
7->8:,0.609372,0.0,-,-,-,-,[ 0.000704 -0.000335 -0.003345]
1->9:,3.680224,0.0,-,-,-,-,[ 0.021495 -0.025122 -0.000156]
2->9:,3.362317,0.129,-,-,-,-,[ 0.903088 -0.866203 -0.006311]
3->9:,3.246919,0.0,-,-,-,-,[ 0.008093  0.0008   -0.005677]
4->9:,2.584364,0.145,-,-,-,-,[-1.11673   1.01819   0.003274]
5->9:,2.205487,0.103,-,-,-,-,[-0.942864 -1.00497  -0.108085]
6->9:,1.881658,0.041,-,-,-,-,[0.644145 0.687349 0.073903]
7->9:,0.861142,0.0,-,-,-,-,[ 0.001156  0.002461 -0.031118]
8->9:,0.25177,0.0,-,-,-,-,[ 0.000243 -0.0021   -0.005036]
1->10:,3.907781,0.0,-,-,-,-,[0.000373 0.000153 0.000224]
2->10:,3.589874,0.0,-,-,-,-,[-0.001341 -0.001376 -0.004584]
3->10:,3.474476,0.0,-,-,-,-,[-0.001095 -0.001087 -0.000242]
4->10:,2.811921,0.0,-,-,-,-,[-0.000319 -0.000246 -0.001599]
5->10:,2.433044,0.0,-,-,-,-,[ 0.001958  0.001996 -0.03634 ]
6->10:,2.109215,0.0,-,-,-,-,[-0.002071 -0.002314  0.040381]
7->10:,1.088699,0.111,-,-,-,-,[-1.433014 -1.437935 -0.158961]
8->10:,0.479327,0.0,-,-,-,-,[ 8.79e-04 -7.80e-04 -4.90e-05]
9->10:,0.227557,0.0,-,-,-,-,[ 0.000426 -0.001044 -0.000227]
