Excited state,Excitation energy,Oscillator strength,dipole moment,Total dipole,TPA cross section(sos),TPA cross section(dI),Transition dipole moment
0,0.0,-,[-0.004069  0.003465  0.000977],0.013809,-,-,-
1,8.733978,0.445,[-0.003939  0.002157  0.001149],0.011782,0.0,0.0,[-1.048667  0.990046  0.008739]
2,9.027235,0.0,[-0.019629  0.046764  0.00408 ],0.129326,0.15,0.0,[ 0.010447 -0.012703  0.018356]
3,9.20183,0.026,[0.064436 0.145396 0.010494],0.405104,0.01,0.01,[ 0.015715  0.020577 -0.338238]
4,9.845039,0.0,[-0.151523 -0.114314 -0.015438],0.484036,5.03,3.05,[ 0.003299 -0.005019  0.017263]
5,10.232919,0.0,[ 0.051201 -0.074373 -0.001876],0.229552,7.6,3.92,[-0.00051  -0.000896  0.000899]
6,10.563,0.0,[ 0.012646 -0.046742 -0.001171],0.123113,5.61,8.01,[-0.000647  0.003716 -0.010766]
7,11.563852,0.0,[0.055762 0.096802 0.008338],0.284738,32.58,60.18,[ 0.021099 -0.01616   0.001286]
8,12.142867,0.0,[ 0.046318 -0.004294  0.002607],0.11842,0.0,0.0,[0.000298 0.000236 0.000265]
9,12.402848,0.0,[ 0.039277 -0.00113   0.001378],0.099934,0.0,0.0,[-5.30e-05 -1.44e-04  3.66e-03]
10,12.642632,0.433,[-0.139788 -0.058789 -0.010471],0.386366,0.09,0.1,[-0.898767  0.767766  0.003938]
1->2:,0.293256,0.0,-,-,-,-,[-1.28e-04  3.51e-04  6.20e-05]
1->3:,0.467852,0.0,-,-,-,-,[-0.001714  0.001365  0.003951]
2->3:,0.174595,0.001,-,-,-,-,[-0.267242 -0.27321  -0.028923]
1->4:,1.111061,0.0,-,-,-,-,[-0.001801 -0.001945  0.000406]
2->4:,0.817805,0.0,-,-,-,-,[-0.063946 -0.054293 -0.005525]
3->4:,0.64321,0.063,-,-,-,-,[1.386013 1.434512 0.151954]
1->5:,1.498941,0.001,-,-,-,-,[ 0.008693  0.007607 -0.15043 ]
2->5:,1.205684,0.0,-,-,-,-,[ 0.053695 -0.040293  0.001532]
3->5:,1.031089,0.073,-,-,-,-,[-1.234841  1.173543  0.01217 ]
4->5:,0.38788,0.0,-,-,-,-,[ 0.070602 -0.086094 -0.002649]
1->6:,1.829021,0.001,-,-,-,-,[-0.007394 -0.006222  0.127575]
2->6:,1.535765,0.0,-,-,-,-,[-0.053008  0.057755 -0.000617]
3->6:,1.36117,0.064,-,-,-,-,[ 0.999445 -0.96136  -0.010573]
4->6:,0.71796,0.0,-,-,-,-,[-0.075772  0.066397  0.001039]
5->6:,0.330081,0.0,-,-,-,-,[-0.024896  0.034785  0.002351]
1->7:,2.829873,0.001,-,-,-,-,[-0.076412 -0.083483 -0.00858 ]
2->7:,2.536617,0.0,-,-,-,-,[0.000376 0.00168  0.005768]
3->7:,2.362022,0.0,-,-,-,-,[-1.860e-04 -6.900e-05  2.565e-03]
4->7:,1.718812,0.0,-,-,-,-,[-0.000543  0.000276  0.001113]
5->7:,1.330932,0.0,-,-,-,-,[ 0.00054  -0.00016  -0.001531]
6->7:,1.000852,0.0,-,-,-,-,[-0.000407 -0.000258  0.001145]
1->8:,3.408889,0.0,-,-,-,-,[ 0.00766  -0.009702  0.000646]
2->8:,3.115633,0.039,-,-,-,-,[ 0.525942 -0.48355  -0.004071]
3->8:,2.941038,0.001,-,-,-,-,[ 0.07025  -0.095906 -0.001308]
4->8:,2.297828,0.152,-,-,-,-,[ 1.202332 -1.120592 -0.010824]
5->8:,1.909948,0.034,-,-,-,-,[-0.577277 -0.619312 -0.064631]
6->8:,1.579868,0.046,-,-,-,-,[0.720086 0.810668 0.082889]
7->8:,0.579016,0.0,-,-,-,-,[ 0.000125  0.000544 -0.006694]
1->9:,3.66887,0.0,-,-,-,-,[-0.006902  0.004493 -0.001797]
2->9:,3.375614,0.114,-,-,-,-,[-0.863026  0.798472  0.00703 ]
3->9:,3.201019,0.0,-,-,-,-,[-0.014599 -0.041443 -0.00155 ]
4->9:,2.557809,0.181,-,-,-,-,[ 1.241835 -1.159521 -0.01145 ]
5->9:,2.169929,0.129,-,-,-,-,[-1.04372  -1.151399 -0.118747]
6->9:,1.839849,0.037,-,-,-,-,[0.60872  0.664883 0.068869]
7->9:,0.838997,0.0,-,-,-,-,[-0.00174  -0.001617  0.030747]
8->9:,0.259981,0.0,-,-,-,-,[ 0.017796  0.011934 -0.000469]
1->10:,3.908654,0.0,-,-,-,-,[4.046e-03 1.221e-03 6.900e-05]
2->10:,3.615398,0.0,-,-,-,-,[ 0.00068   0.000851 -0.00484 ]
3->10:,3.440803,0.0,-,-,-,-,[-2.28e-04 -2.85e-04 -9.90e-05]
4->10:,2.797593,0.0,-,-,-,-,[ 0.000268  0.000413 -0.004163]
5->10:,2.409713,0.0,-,-,-,-,[-0.001795 -0.002421  0.040142]
6->10:,2.079633,0.0,-,-,-,-,[ 0.001663  0.002156 -0.036021]
7->10:,1.078781,0.108,-,-,-,-,[-1.426996 -1.425644 -0.153343]
8->10:,0.499765,0.0,-,-,-,-,[ 0.000285 -0.000104 -0.00071 ]
9->10:,0.239784,0.0,-,-,-,-,[-4.180e-04 -4.200e-05  1.397e-03]
