Excited state,Excitation energy,Oscillator strength,dipole moment,Total dipole,TPA cross section(sos),TPA cross section(dI),Transition dipole moment
0,0.0,-,[-0.000649  0.001371  0.000581],0.004128,-,-,-
1,8.736884,0.446,[-0.000596  0.001121  0.000703],0.003688,0.0,0.0,[ 1.045988 -0.99362  -0.009194]
2,9.061777,0.0,[0.007845 0.011733 0.002279],0.03634,0.16,0.0,[-0.003731  0.004999 -0.008994]
3,9.174459,0.025,[0.000791 0.037675 0.001565],0.095864,0.0,0.0,[ 0.015407  0.020356 -0.334838]
4,9.841167,0.0,[-0.043575 -0.026188 -0.004378],0.129698,5.03,3.1,[-0.001345  0.001948 -0.005849]
5,10.216453,0.0,[ 0.019326 -0.016352  0.000199],0.064349,5.86,2.6,[ 0.000281  0.000356 -0.001652]
6,10.538609,0.0,[ 0.012036 -0.010696  0.000306],0.040936,7.04,9.17,[-0.000528  0.001758 -0.003911]
7,11.568024,0.0,[0.006171 0.028204 0.001928],0.073546,32.32,59.05,[ 0.001374 -0.013532 -0.00022 ]
8,12.171333,0.0,[ 4.777e-03 -7.220e-03 -8.600e-05],0.022006,0.0,0.0,[-0.000124 -0.000135 -0.000159]
9,12.422405,0.0,[ 0.003798 -0.007011 -0.000219],0.020274,0.0,0.0,[ 0.000114  0.000171 -0.003322]
10,12.659639,0.421,[-0.033917 -0.017986 -0.002838],0.097846,0.01,0.01,[-0.883971  0.759323  0.003581]
1->2:,0.324893,0.0,-,-,-,-,[1.08e-04 6.70e-05 7.41e-04]
1->3:,0.437575,0.0,-,-,-,-,[ 0.000796 -0.000835 -0.000835]
2->3:,0.112682,0.0,-,-,-,-,[0.276496 0.284944 0.030019]
1->4:,1.104283,0.0,-,-,-,-,[-0.00118  -0.001223  0.004465]
2->4:,0.77939,0.0,-,-,-,-,[-0.030039 -0.031671 -0.002873]
3->4:,0.666708,0.067,-,-,-,-,[-1.438021 -1.410704 -0.152138]
1->5:,1.479569,0.001,-,-,-,-,[ 0.006933  0.007132 -0.131583]
2->5:,1.154676,0.0,-,-,-,-,[ 0.023979 -0.019596  0.000428]
3->5:,1.041994,0.059,-,-,-,-,[ 1.049613 -1.093677 -0.015532]
4->5:,0.375286,0.0,-,-,-,-,[ 0.005274 -0.016283 -0.001053]
1->6:,1.801725,0.001,-,-,-,-,[ 0.007622  0.007938 -0.145441]
2->6:,1.476832,0.0,-,-,-,-,[ 0.028672 -0.030765  0.000187]
3->6:,1.36415,0.082,-,-,-,-,[ 1.116281 -1.095608 -0.012509]
4->6:,0.697442,0.0,-,-,-,-,[ 0.012604 -0.015114 -0.000582]
5->6:,0.322156,0.0,-,-,-,-,[ 0.014654 -0.00785  -0.000604]
1->7:,2.83114,0.001,-,-,-,-,[0.078631 0.083512 0.008696]
2->7:,2.506248,0.0,-,-,-,-,[-0.000116 -0.000841 -0.000839]
3->7:,2.393565,0.0,-,-,-,-,[-3.50e-05 -1.40e-05  1.44e-04]
4->7:,1.726857,0.0,-,-,-,-,[ 2.7e-04 -2.1e-04 -3.9e-05]
5->7:,1.351571,0.0,-,-,-,-,[-1.91e-04  6.00e-05  3.84e-04]
6->7:,1.029415,0.0,-,-,-,-,[-0.00023  -0.000132  0.000446]
1->8:,3.434448,0.0,-,-,-,-,[ 0.00242  -0.003619 -0.001747]
2->8:,3.109556,0.024,-,-,-,-,[ 0.407332 -0.39355  -0.004113]
3->8:,2.996874,0.0,-,-,-,-,[-0.01901   0.026569  0.000157]
4->8:,2.330165,0.189,-,-,-,-,[ 1.34799  -1.225332 -0.009453]
5->8:,1.954879,0.037,-,-,-,-,[-0.554607 -0.672446 -0.066339]
6->8:,1.632723,0.067,-,-,-,-,[-0.891728 -0.936934 -0.09805 ]
7->8:,0.603308,0.0,-,-,-,-,[-4.400e-05 -2.680e-04  2.988e-03]
1->9:,3.685521,0.0,-,-,-,-,[-0.002931  0.00196  -0.00096 ]
2->9:,3.360628,0.13,-,-,-,-,[-0.90963   0.865335  0.008501]
3->9:,3.247946,0.0,-,-,-,-,[ 1.6991e-02 -4.2760e-03 -6.0000e-05]
4->9:,2.581238,0.141,-,-,-,-,[ 1.120755 -0.99036  -0.006224]
5->9:,2.205952,0.1,-,-,-,-,[-0.913628 -1.005142 -0.103159]
6->9:,1.883796,0.042,-,-,-,-,[-0.637759 -0.698588 -0.071826]
7->9:,0.85438,0.0,-,-,-,-,[ 0.00155   0.001762 -0.031166]
8->9:,0.251072,0.0,-,-,-,-,[ 0.004118 -0.007941 -0.001431]
1->10:,3.922755,0.0,-,-,-,-,[-0.00061   0.00028   0.000107]
2->10:,3.597862,0.0,-,-,-,-,[-0.00072  -0.000839  0.009575]
3->10:,3.48518,0.0,-,-,-,-,[-0.000103 -0.000128  0.000145]
4->10:,2.818472,0.0,-,-,-,-,[-0.000292 -0.000356  0.004888]
5->10:,2.443186,0.0,-,-,-,-,[ 0.001667  0.002159 -0.035882]
6->10:,2.12103,0.0,-,-,-,-,[ 0.001925  0.002452 -0.040989]
7->10:,1.091615,0.111,-,-,-,-,[-1.474755 -1.397404 -0.153069]
8->10:,0.488307,0.0,-,-,-,-,[-6.70e-05  8.30e-05 -1.36e-04]
9->10:,0.237234,0.0,-,-,-,-,[ 1.85e-04  2.00e-05 -4.00e-04]
