Excited state,Excitation energy,Oscillator strength,dipole moment,Total dipole,TPA cross section(sos),TPA cross section(dI),Transition dipole moment
0,0.0,-,[-5.0e-06  2.0e-06  1.5e-05],4.1e-05,-,-,-
1,9.081866,0.0,[-5.1e-05  6.3e-05  3.5e-05],0.000226,0.78,0.0,[-2.385e-03  2.283e-03  1.600e-05]
2,9.131516,0.465,[-3.0e-06  2.0e-06  1.7e-05],4.3e-05,0.0,0.0,[ 1.045759 -0.99317  -0.00981 ]
3,9.250628,0.021,[ 3.3e-05  6.3e-05 -1.5e-05],0.000185,0.0,0.0,[ 0.014015  0.018818 -0.303034]
4,9.800081,0.0,[-6.4e-05 -5.4e-05 -2.8e-05],0.000225,3.16,2.21,[ 2.41e-04 -2.23e-04 -8.00e-06]
5,10.40516,0.0,[ 5.2e-05 -7.2e-05 -2.0e-06],0.000227,6.45,3.19,[ 4.5e-05  2.8e-05 -1.0e-06]
6,10.815759,0.0,[ 1.3e-05 -3.4e-05  2.1e-05],0.000107,3.83,6.18,[7.6e-05 1.3e-05 1.3e-05]
7,11.225931,0.0,[2.7e-05 4.8e-05 4.0e-06],0.000139,115.14,63.24,[ 3.0e-05  2.2e-05 -4.7e-05]
8,12.218947,0.42,[-9.2e-05  3.0e-06 -1.0e-05],0.000234,0.0,0.0,[ 0.858774 -0.816383 -0.008111]
9,12.431019,0.0,[ 4.2e-05  1.0e-06 -8.0e-06],0.000109,0.0,0.0,[3.9e-05 4.1e-05 2.6e-05]
10,12.60933,0.549,[-5.1e-05  2.0e-05  4.0e-06],0.00014,0.0,0.0,[-0.915856 -0.963173 -0.102172]
1->2:,0.04965,0.0,-,-,-,-,[1.59e-04 1.67e-04 5.00e-06]
1->3:,0.168762,0.001,-,-,-,-,[0.308639 0.324788 0.034444]
2->3:,0.119112,0.0,-,-,-,-,[9.52e-04 9.41e-04 9.70e-05]
1->4:,0.718215,0.0,-,-,-,-,[-4.3e-05 -9.0e-06  1.2e-05]
2->4:,0.668565,0.0,-,-,-,-,[-7.37e-04 -7.75e-04 -9.70e-05]
3->4:,0.549453,0.054,-,-,-,-,[-1.373269 -1.445019 -0.153248]
1->5:,1.323293,0.0,-,-,-,-,[-8.00e-06  3.90e-05 -3.42e-04]
2->5:,1.273643,0.001,-,-,-,-,[-0.00767  -0.008111  0.145214]
3->5:,1.154531,0.09,-,-,-,-,[-1.293581  1.228192  0.012026]
4->5:,0.605078,0.0,-,-,-,-,[-3.8e-05  4.9e-05 -2.2e-05]
1->6:,1.733893,0.0,-,-,-,-,[-4.00e-06  3.60e-05 -2.99e-04]
2->6:,1.684243,0.001,-,-,-,-,[-0.006856 -0.007626  0.133341]
3->6:,1.565131,0.052,-,-,-,-,[-0.847979  0.805102  0.007868]
4->6:,1.015678,0.0,-,-,-,-,[-3.8e-05  2.5e-05 -9.0e-06]
5->6:,0.4106,0.0,-,-,-,-,[ 1.9e-05 -2.9e-05 -2.1e-05]
1->7:,2.144064,0.0,-,-,-,-,[-1.17e-04 -1.48e-04 -2.30e-05]
2->7:,2.094414,0.0,-,-,-,-,[0.067783 0.071265 0.007561]
3->7:,1.975302,0.0,-,-,-,-,[-2.7e-05 -2.8e-05 -3.5e-05]
4->7:,1.425849,0.0,-,-,-,-,[ 6.e-06 -7.e-06 -3.e-06]
5->7:,0.820771,0.0,-,-,-,-,[-1.7e-05  1.9e-05 -0.0e+00]
6->7:,0.410171,0.0,-,-,-,-,[ 1.e-06  5.e-06 -0.e+00]
1->8:,3.137081,0.0,-,-,-,-,[6.0e-05 6.3e-05 3.7e-05]
2->8:,3.087431,0.0,-,-,-,-,[ 3.e-06  3.e-06 -2.e-06]
3->8:,2.968319,0.0,-,-,-,-,[-1.5e-05 -1.6e-05 -1.0e-06]
4->8:,2.418866,0.0,-,-,-,-,[1.5e-05 1.6e-05 5.3e-05]
5->8:,1.813788,0.0,-,-,-,-,[ 0.001893  0.002395 -0.039546]
6->8:,1.403188,0.0,-,-,-,-,[ 0.001367  0.001725 -0.028514]
7->8:,0.993016,0.101,-,-,-,-,[1.396481 1.469624 0.155849]
1->9:,3.349153,0.005,-,-,-,-,[ 0.169816 -0.161329 -0.001592]
2->9:,3.299503,0.0,-,-,-,-,[ 1.03e-04 -1.55e-04 -3.00e-06]
3->9:,3.180391,0.0,-,-,-,-,[-1.1e-05  6.7e-05  6.1e-05]
4->9:,2.630938,0.273,-,-,-,-,[ 1.491219 -1.416512 -0.014022]
5->9:,2.025859,0.102,-,-,-,-,[0.983616 1.034082 0.109709]
6->9:,1.61526,0.057,-,-,-,-,[0.82378  0.865964 0.091877]
7->9:,1.205088,0.0,-,-,-,-,[ 2.380e-04  5.700e-05 -2.666e-03]
8->9:,0.212072,0.0,-,-,-,-,[-7.e-06  6.e-06 -0.e+00]
1->10:,3.527463,0.004,-,-,-,-,[-0.00981  -0.012343  0.20429 ]
2->10:,3.477813,0.0,-,-,-,-,[-2.60e-05 -2.60e-05  4.74e-04]
3->10:,3.358701,0.0,-,-,-,-,[-7.e-06  2.e-06 -6.e-06]
4->10:,2.809248,0.0,-,-,-,-,[-0.003569 -0.004676  0.076079]
5->10:,2.20417,0.0,-,-,-,-,[ 5.2e-05  5.5e-05 -1.8e-05]
6->10:,1.79357,0.0,-,-,-,-,[6.7e-05 7.1e-05 1.3e-05]
7->10:,1.383399,0.12,-,-,-,-,[-1.364639  1.295259  0.012746]
8->10:,0.390383,0.0,-,-,-,-,[ 6.1e-05 -9.0e-06  4.3e-05]
9->10:,0.178311,0.0,-,-,-,-,[1.9e-05 1.1e-05 1.0e-06]
