0,0,0,0,0,0,0.0223418067,0.0311364157,0.031183237,0.0391490737,0.0555097737,0.0695776099,0.0761130625,0.1079881416,0.3990525665,0.4032236238,0.4228883034,0.4295738608
0.0348,0.138164,0.026676,0.017959,0.127497,-0.025356,-0.155375,-0.03032,0.002518,0.023044,-0.199746,0.170904,0.099021,-0.065623,-0.520208,0.375067,0.488741,0.450323
0.049444,0.214303,0.079752,0.251478,-0.18768,-0.007489,0.465953,-0.032077,0.007846,0.030671,0.355152,-0.433043,-0.456887,-0.202912,-0.151428,0.106889,0.126296,0.117133
-0.482384,0.040868,0.278732,-0.094557,-0.03096,0.229288,0.016205,0.609379,-0.077262,-0.493177,0.012262,-0.017396,-0.022792,-0.015187,-0.03372,0.024218,0.030653,0.028412
0.059766,0.650282,0.134168,0.098403,0.306649,-0.072343,-0.090175,0.021163,-0.010655,0.000179,-0.295669,0.172787,-0.167886,-0.462914,0.115777,-0.108432,-0.167602,-0.157842
0.014957,0.152089,0.150005,0.698598,-0.165353,0.079701,-0.094746,0.026464,-0.013133,-0.000333,-0.308596,-0.171337,0.158477,0.439179,-0.12029,0.112356,-0.166049,-0.159104
-0.052067,-0.105528,0.8282,-0.183588,-0.049278,0.104243,-0.007017,-0.457516,0.205279,-0.003522,-0.032962,-0.002131,0.001351,0.004088,-0.001554,0.001397,-0.017757,-0.016911
0.018853,0.369558,0.070793,0.074657,-0.053096,-0.023502,0.468543,-0.024806,0.006746,-0.023563,0.34809,0.452268,0.46531,0.200931,0.135181,-0.096422,0.097789,0.092913
-0.019749,0.010494,0.025944,0.190729,-0.015662,0.047877,-0.134404,-0.036327,0.003218,-0.029791,-0.180211,-0.15679,-0.081489,0.071616,0.553472,-0.40514,0.461225,0.433131
0.32543,-0.133035,0.388515,-0.033823,-0.019094,-0.317057,0.008502,0.600502,-0.073404,0.502402,0.006285,0.012262,0.018075,0.013805,0.038987,-0.028455,0.031897,0.029913
-0.018467,0.114464,0.053528,-0.047381,0.729927,-0.043867,-0.092731,-0.001571,0.023506,0.000116,0.296309,-0.175433,-0.161391,0.463504,0.083045,0.144008,0.152592,-0.164918
-0.072489,-0.414148,0.072082,0.544006,0.280218,0.104157,-0.097954,-0.001883,0.029753,-0.000218,0.307374,0.173726,0.155569,-0.439514,-0.077539,-0.137975,0.157452,-0.174238
0.482217,0.019711,0.058189,-0.092148,0.039474,0.707032,-0.00733,0.012284,-0.501821,0.001082,0.032953,0.001952,0.001633,-0.004152,-0.000748,-0.001411,0.016607,-0.018203
-0.00654,-0.148101,-0.016492,-0.05987,0.353616,-0.010272,0.473776,-0.00314,-0.025275,-0.02375,-0.347819,-0.444313,0.46911,-0.202707,0.095918,0.126702,-0.092188,0.100206
0.003108,-0.08767,0.0384,0.169075,0.049849,0.005184,-0.133946,-0.010975,-0.035781,-0.029859,0.177682,0.153481,-0.080641,-0.073103,0.396043,0.537275,-0.444655,0.478843
-0.198334,0.107923,-0.132298,-0.045842,0.016384,0.551654,0.00885,0.160567,0.587429,0.498842,-0.006781,-0.011838,0.018017,-0.013809,0.028274,0.038173,-0.031088,0.033474
-0.022689,0.083048,0.027618,-0.00326,0.173224,-0.008358,-0.155804,-0.00934,-0.028333,0.023252,0.197265,-0.169728,0.102766,0.065364,-0.396951,-0.528106,-0.442549,0.470279
-0.066005,-0.290392,-0.015318,0.108611,0.22104,0.060612,0.46733,-0.005443,-0.032631,0.03088,-0.348409,0.428109,-0.464635,0.205554,-0.115453,-0.150623,-0.113201,0.121129
0.606716,-0.065562,-0.022267,0.014646,0.028149,0.006464,0.015947,0.165879,0.586491,-0.499647,-0.011736,0.017589,-0.023595,0.01541,-0.0256,-0.03389,-0.027496,0.029366
