Excited state,Excitation energy,Oscillator strength,dipole moment,Total dipole,TPA cross section(sos),TPA cross section(dI),Transition dipole moment
0,0.0,-,[-0.003822  0.003966  0.001017],0.014237,-,-,-
1,8.74005,0.446,[-0.003548  0.002674  0.001162],0.011672,0.0,0.0,[ 1.041796 -0.998685 -0.009823]
2,9.066281,0.001,[0.047938 0.111664 0.010965],0.310125,0.18,0.0,[ 0.007427 -0.013693  0.053836]
3,9.133771,0.023,[-0.005054  0.080211  0.003267],0.204449,0.0,0.01,[ 0.017336  0.01682  -0.322883]
4,9.82099,0.0,[-0.15482  -0.109093 -0.015117],0.482926,4.91,3.04,[ 0.003165 -0.005062  0.017686]
5,10.185232,0.0,[ 0.04469  -0.064191 -0.000976],0.198819,4.53,1.7,[ 0.000459  0.000579 -0.000452]
6,10.515108,0.0,[ 0.025331 -0.060144 -0.001899],0.165947,7.81,9.67,[ 0.000333 -0.003661  0.011468]
7,11.531725,0.0,[0.052235 0.107515 0.008772],0.304638,31.53,58.31,[ 0.013778 -0.023365  0.000577]
8,12.181348,0.0,[ 0.051262 -0.004318  0.002052],0.130861,0.0,0.0,[ 9.200e-05  1.300e-05 -1.983e-03]
9,12.434536,0.0,[ 0.0312   -0.008248  0.001399],0.082103,0.0,0.0,[-0.000223 -0.000209  0.004116]
10,12.636161,0.411,[-0.139255 -0.07037  -0.011079],0.397575,0.08,0.11,[ 0.793209 -0.836279 -0.011725]
1->2:,0.326231,0.0,-,-,-,-,[0.000223 0.000229 0.000855]
1->3:,0.393721,0.0,-,-,-,-,[ 0.001469 -0.001483 -0.004069]
2->3:,0.06749,0.0,-,-,-,-,[-0.284896 -0.313743 -0.031379]
1->4:,1.08094,0.0,-,-,-,-,[-0.000392 -0.000251 -0.003749]
2->4:,0.754709,0.002,-,-,-,-,[-0.215259 -0.206596 -0.021496]
3->4:,0.687219,0.067,-,-,-,-,[1.406221 1.407093 0.149342]
1->5:,1.445182,0.0,-,-,-,-,[ 0.004967  0.007248 -0.114227]
2->5:,1.118951,0.001,-,-,-,-,[-0.134711  0.131311  0.000418]
3->5:,1.05146,0.047,-,-,-,-,[ 0.92174  -0.988521 -0.014812]
4->5:,0.364242,0.0,-,-,-,-,[-0.041515  0.072427  0.003071]
1->6:,1.775058,0.001,-,-,-,-,[-0.007002 -0.009303  0.155091]
2->6:,1.448827,0.003,-,-,-,-,[ 0.191108 -0.187633 -0.000332]
3->6:,1.381337,0.091,-,-,-,-,[-1.182952  1.13278   0.011044]
4->6:,0.694118,0.0,-,-,-,-,[ 0.083322 -0.081092 -0.001542]
5->6:,0.329876,0.0,-,-,-,-,[-0.03737   0.042372  0.002204]
1->7:,2.791675,0.001,-,-,-,-,[0.08167  0.081396 0.008595]
2->7:,2.465444,0.0,-,-,-,-,[0.000347 0.001599 0.006141]
3->7:,2.397954,0.0,-,-,-,-,[ 0.000253  0.000579 -0.003813]
4->7:,1.710735,0.0,-,-,-,-,[-0.000518  0.000327  0.001213]
5->7:,1.346493,0.0,-,-,-,-,[-0.000422  0.000143  0.00118 ]
6->7:,1.016617,0.0,-,-,-,-,[ 0.000534  0.000208 -0.001651]
1->8:,3.441298,0.0,-,-,-,-,[-0.005385  0.008181  0.000708]
2->8:,3.115067,0.014,-,-,-,-,[ 0.295874 -0.300042 -0.003925]
3->8:,3.047577,0.002,-,-,-,-,[ 0.091853 -0.132319 -0.002077]
4->8:,2.360358,0.216,-,-,-,-,[ 1.417897 -1.315315 -0.01039 ]
5->8:,1.996116,0.037,-,-,-,-,[0.547509 0.678504 0.065833]
6->8:,1.66624,0.087,-,-,-,-,[-1.054058 -0.999255 -0.108635]
7->8:,0.649623,0.0,-,-,-,-,[ 4.3e-05 -4.3e-05 -1.0e-04]
1->9:,3.694487,0.0,-,-,-,-,[-0.007093  0.005999 -0.002477]
2->9:,3.368255,0.139,-,-,-,-,[ 0.908599 -0.92423  -0.011296]
3->9:,3.300765,0.002,-,-,-,-,[ 0.128546 -0.083589 -0.000203]
4->9:,2.613547,0.111,-,-,-,-,[-0.987897  0.873538  0.004706]
5->9:,2.249305,0.081,-,-,-,-,[-0.856437 -0.856434 -0.090896]
6->9:,1.919428,0.041,-,-,-,-,[0.647446 0.672538 0.07021 ]
7->9:,0.902812,0.0,-,-,-,-,[ 0.001471  0.001815 -0.03102 ]
8->9:,0.253188,0.0,-,-,-,-,[-0.017429 -0.004792  0.000943]
1->10:,3.896111,0.0,-,-,-,-,[0.004165 0.002676 0.000196]
2->10:,3.56988,0.0,-,-,-,-,[1.59e-04 5.20e-05 9.55e-04]
3->10:,3.50239,0.0,-,-,-,-,[ 0.000314  0.000302 -0.000489]
4->10:,2.815171,0.0,-,-,-,-,[ 0.000224  0.000256 -0.003811]
5->10:,2.450929,0.0,-,-,-,-,[-0.001551 -0.001912  0.032933]
6->10:,2.121053,0.0,-,-,-,-,[ 0.002057  0.002559 -0.043558]
7->10:,1.104436,0.113,-,-,-,-,[1.408559 1.46874  0.152975]
8->10:,0.454813,0.0,-,-,-,-,[-0.000155  0.000237  0.000227]
9->10:,0.201624,0.0,-,-,-,-,[-4.160e-04 -4.500e-05  1.581e-03]
