Excited state,Excitation energy,Oscillator strength,dipole moment,Total dipole,TPA cross section(sos),TPA cross section(dI),Transition dipole moment
0,0.0,-,[-2.4e-05  1.1e-05  8.7e-05],0.000232,-,-,-
1,8.686107,0.434,[-7.6e-05  5.0e-05  9.7e-05],0.000338,0.0,0.0,[ 1.037857 -0.976134 -0.099068]
2,8.872861,0.0,[-1.13e-04 -4.40e-05  1.90e-04],0.000572,0.15,0.24,[ 6.70e-04 -5.47e-04 -3.50e-05]
3,9.16039,0.038,[ 1.63e-04  9.60e-05 -9.40e-05],0.000537,0.0,0.0,[ 0.174585 -0.128708 -0.351053]
4,9.744922,0.0,[-6.60e-05 -3.40e-05 -1.29e-04],0.000378,4.83,3.51,[-1.64e-04  1.44e-04  2.20e-05]
5,10.129904,0.0,[ 2.8e-05 -5.6e-05  3.1e-05],0.000179,6.69,3.68,[-3.7e-05 -1.2e-05  1.5e-05]
6,10.462967,0.0,[-8.0e-06 -3.2e-05  7.7e-05],0.000214,6.25,8.63,[-2.23e-04  1.36e-04  1.00e-05]
7,11.403871,0.0,[ 3.3e-05  3.6e-05 -1.0e-06],0.000125,33.02,63.19,[ 1.0e-05 -1.0e-05 -4.7e-05]
8,12.003251,0.0,[-5.00e-06  3.00e-06  1.22e-04],0.000309,0.0,0.0,[0.02642  0.027624 0.002942]
9,12.316409,0.0,[ 5.8e-05 -3.0e-06 -8.8e-05],0.000268,0.0,0.0,[-5.60e-05 -6.71e-04  1.30e-04]
10,12.451197,0.441,[-5.3e-05 -1.1e-05 -3.2e-05],0.00016,0.0,0.0,[ 0.865509 -0.831636  0.060179]
1->2:,0.186754,0.0,-,-,-,-,[-0.032157 -0.033901 -0.003607]
1->3:,0.474283,0.0,-,-,-,-,[ 9.70e-05 -1.83e-04  3.10e-05]
2->3:,0.287529,0.001,-,-,-,-,[0.237016 0.249646 0.026456]
1->4:,1.058815,0.003,-,-,-,-,[-0.246416 -0.259179 -0.027511]
2->4:,0.87206,0.0,-,-,-,-,[-1.94e-04 -2.21e-04 -8.80e-05]
3->4:,0.584531,0.055,-,-,-,-,[1.344084 1.413999 0.149961]
1->5:,1.443797,0.004,-,-,-,-,[-0.202257  0.2067   -0.134654]
2->5:,1.257042,0.0,-,-,-,-,[-1.62e-04  1.78e-04 -7.20e-05]
3->5:,0.969513,0.061,-,-,-,-,[ 1.161867 -1.10876   0.03182 ]
4->5:,0.384982,0.0,-,-,-,-,[-3.2e-05  4.9e-05 -2.8e-05]
1->6:,1.77686,0.004,-,-,-,-,[-0.176513  0.182125 -0.136382]
2->6:,1.590105,0.0,-,-,-,-,[-1.61e-04  1.43e-04 -9.00e-05]
3->6:,1.302576,0.067,-,-,-,-,[ 1.046714 -0.99795   0.032182]
4->6:,0.718045,0.0,-,-,-,-,[-4.5e-05  3.2e-05 -2.5e-05]
5->6:,0.333063,0.0,-,-,-,-,[ 2.20e-05 -2.60e-05 -1.28e-04]
1->7:,2.717764,0.001,-,-,-,-,[0.074588 0.07836  0.008319]
2->7:,2.53101,0.0,-,-,-,-,[1.23e-04 6.00e-06 1.00e-05]
3->7:,2.243481,0.0,-,-,-,-,[0.006984 0.007275 0.000665]
4->7:,1.658949,0.0,-,-,-,-,[-3.4e-05  3.8e-05 -1.0e-06]
5->7:,1.273967,0.0,-,-,-,-,[ 5.0e-06 -2.2e-05 -1.0e-06]
6->7:,0.940904,0.0,-,-,-,-,[-1.6e-05 -2.6e-05 -2.0e-06]
1->8:,3.317144,0.0,-,-,-,-,[-5.97e-04  3.79e-04 -1.60e-05]
2->8:,3.130389,0.069,-,-,-,-,[ 0.687332 -0.654355  0.001047]
3->8:,2.84286,0.0,-,-,-,-,[-3.4e-05 -6.0e-06  2.4e-05]
4->8:,2.258329,0.092,-,-,-,-,[-0.928357  0.888526 -0.055555]
5->8:,1.873347,0.011,-,-,-,-,[-0.333909 -0.35222  -0.037293]
6->8:,1.540284,0.033,-,-,-,-,[-0.640707 -0.671786 -0.07139 ]
7->8:,0.59938,0.0,-,-,-,-,[-0.02314   0.021231  0.009979]
1->9:,3.630302,0.0,-,-,-,-,[ 1.75e-04 -3.95e-04 -1.70e-05]
2->9:,3.443548,0.084,-,-,-,-,[-0.720628  0.687312 -0.014574]
3->9:,3.156019,0.0,-,-,-,-,[-1.15e-04  7.00e-05  5.70e-05]
4->9:,2.571487,0.24,-,-,-,-,[-1.408823  1.349622 -0.102697]
5->9:,2.186505,0.14,-,-,-,-,[-1.111087 -1.167544 -0.123871]
6->9:,1.853442,0.06,-,-,-,-,[-0.788246 -0.827967 -0.087905]
7->9:,0.912538,0.0,-,-,-,-,[-0.048557  0.050426 -0.030969]
8->9:,0.313158,0.0,-,-,-,-,[ 5.40e-05 -2.00e-06 -1.44e-04]
1->10:,3.76509,0.0,-,-,-,-,[ 3.9e-05  4.3e-05 -9.0e-06]
2->10:,3.578336,0.001,-,-,-,-,[-0.06988  -0.073957 -0.007752]
3->10:,3.290807,0.0,-,-,-,-,[-1.6e-05 -1.4e-05 -4.0e-06]
4->10:,2.706275,0.0,-,-,-,-,[0.016127 0.015594 0.001641]
5->10:,2.321293,0.0,-,-,-,-,[-0.009314  0.005882  0.036135]
6->10:,1.98823,0.0,-,-,-,-,[-0.005125  0.002014  0.034878]
7->10:,1.047326,0.103,-,-,-,-,[1.376194 1.449028 0.1536  ]
8->10:,0.447946,0.0,-,-,-,-,[-4.0e-06  1.2e-05  1.0e-06]
9->10:,0.134788,0.0,-,-,-,-,[-5.0e-06 -1.9e-05  0.0e+00]
