Excited state,Excitation energy,Oscillator strength,dipole moment,Total dipole,TPA cross section(sos),TPA cross section(dI),Transition dipole moment
0,0.0,-,[ 7.39e-04 -9.30e-05 -8.75e-03],0.02232,-,-,-
1,8.721048,0.444,[ 0.002108 -0.00129  -0.010814],0.028196,0.0,0.0,[-1.043885  0.992765  0.064421]
2,8.940919,0.0,[ 0.031882 -0.027118 -0.020737],0.118727,0.15,0.03,[0.004187 0.004053 0.001439]
3,9.138201,0.025,[-0.03322   0.043581  0.012847],0.143059,0.0,0.0,[-0.060704  0.038927  0.328486]
4,9.73496,0.0,[-0.022004  0.004145  0.012022],0.064595,4.52,2.75,[-0.0007   -0.000528 -0.001341]
5,10.149955,0.0,[ 0.01654  -0.014896 -0.000721],0.056607,7.3,3.78,[-0.003471  0.002814  0.00807 ]
6,10.506807,0.0,[ 0.005273 -0.005471 -0.010714],0.033384,4.55,7.04,[ 0.018178 -0.017214 -0.004335]
7,11.428328,0.0,[-0.021291  0.028761  0.001142],0.091,33.41,62.96,[-0.025561 -0.029913 -0.001582]
8,12.057086,0.0,[-0.012876  0.01253  -0.008399],0.05041,0.0,0.0,[-0.00824  -0.010172 -0.000564]
9,12.338342,0.0,[ 0.007477 -0.009286  0.007041],0.035194,0.01,0.01,[ 0.001583 -0.001906  0.004029]
10,12.473016,0.442,[ 0.007852 -0.015936  0.002477],0.045592,0.12,0.03,[-0.911354  0.783698  0.005692]
1->2:,0.219871,0.0,-,-,-,-,[-0.014201 -0.014157 -0.00035 ]
1->3:,0.417153,0.0,-,-,-,-,[-0.013169  0.011846  0.000302]
2->3:,0.197282,0.001,-,-,-,-,[0.276042 0.279569 0.01663 ]
1->4:,1.013912,0.0,-,-,-,-,[-0.08943  -0.091295 -0.006477]
2->4:,0.794041,0.0,-,-,-,-,[-0.009131  0.014513  0.007932]
3->4:,0.596759,0.057,-,-,-,-,[1.386791 1.413233 0.083232]
1->5:,1.428907,0.001,-,-,-,-,[-0.078796  0.084601 -0.140464]
2->5:,1.209036,0.0,-,-,-,-,[0.006786 0.001974 0.000274]
3->5:,1.011754,0.078,-,-,-,-,[ 1.27006  -1.230066 -0.030821]
4->5:,0.414995,0.0,-,-,-,-,[0.006359 0.012484 0.000538]
1->6:,1.785759,0.001,-,-,-,-,[ 0.055759 -0.061285  0.114391]
2->6:,1.565888,0.0,-,-,-,-,[-0.001114  0.007583  0.000332]
3->6:,1.368606,0.056,-,-,-,-,[-0.926586  0.903247  0.021687]
4->6:,0.771847,0.0,-,-,-,-,[-0.003008 -0.009133 -0.000314]
5->6:,0.356852,0.0,-,-,-,-,[-0.009081  0.007813 -0.012353]
1->7:,2.70728,0.001,-,-,-,-,[-0.072574 -0.078599 -0.004518]
2->7:,2.487409,0.0,-,-,-,-,[ 0.005763 -0.005154 -0.003193]
3->7:,2.290126,0.0,-,-,-,-,[-0.002419 -0.00281  -0.002401]
4->7:,1.693368,0.0,-,-,-,-,[-0.003263  0.002917  0.001293]
5->7:,1.278373,0.0,-,-,-,-,[-0.000506 -0.000522 -0.000118]
6->7:,0.92152,0.0,-,-,-,-,[0.001759 0.001937 0.000237]
1->8:,3.336038,0.0,-,-,-,-,[0.010996 0.0113   0.000306]
2->8:,3.116167,0.05,-,-,-,-,[ 0.58994  -0.549767 -0.01894 ]
3->8:,2.918885,0.0,-,-,-,-,[-0.005475  0.003331  0.00011 ]
4->8:,2.322126,0.128,-,-,-,-,[-1.093367  1.027637  0.012711]
5->8:,1.907131,0.027,-,-,-,-,[-0.515808 -0.554433 -0.032032]
6->8:,1.550279,0.036,-,-,-,-,[0.651495 0.724813 0.041588]
7->8:,0.628758,0.0,-,-,-,-,[ 0.00979  -0.006463 -0.009421]
1->9:,3.617294,0.0,-,-,-,-,[0.01082  0.011647 0.000317]
2->9:,3.397423,0.107,-,-,-,-,[-0.829182  0.772726  0.01986 ]
3->9:,3.20014,0.0,-,-,-,-,[-3.398e-03 -1.697e-03 -7.700e-05]
4->9:,2.603382,0.206,-,-,-,-,[-1.310458  1.232752  0.009487]
5->9:,2.188387,0.15,-,-,-,-,[-1.12661  -1.232234 -0.071091]
6->9:,1.831534,0.036,-,-,-,-,[0.603888 0.655826 0.03777 ]
7->9:,0.910014,0.0,-,-,-,-,[ 0.016072 -0.01176   0.030023]
8->9:,0.281256,0.0,-,-,-,-,[ 0.018791 -0.020146  0.016976]
1->10:,3.751968,0.0,-,-,-,-,[ 0.00076  -0.000578  0.001274]
2->10:,3.532097,0.0,-,-,-,-,[-0.024796 -0.021776 -0.006542]
3->10:,3.334815,0.0,-,-,-,-,[ 0.000278 -0.000208 -0.001339]
4->10:,2.738056,0.0,-,-,-,-,[0.00119  0.009792 0.004919]
5->10:,2.323061,0.0,-,-,-,-,[-0.006181 -0.002782  0.039787]
6->10:,1.966209,0.0,-,-,-,-,[ 0.003685  0.003347 -0.031661]
7->10:,1.044689,0.103,-,-,-,-,[-1.433913 -1.407201 -0.084003]
8->10:,0.41593,0.0,-,-,-,-,[-6.87e-04 -8.58e-04 -9.00e-06]
9->10:,0.134675,0.0,-,-,-,-,[0.000746 0.000467 0.00015 ]
