Excited state,Excitation energy,Oscillator strength,dipole moment,Total dipole,TPA cross section(sos),TPA cross section(dI),Transition dipole moment
0,0.0,-,[-5.e-06  3.e-06  8.e-06],2.6e-05,-,-,-
1,8.731347,0.445,[-5.e-06  1.e-06  9.e-06],2.7e-05,0.0,0.0,[ 1.046205 -0.993621 -0.0097  ]
2,8.9528,0.001,[-8.4e-05  6.8e-05  1.9e-05],0.000279,0.15,0.01,[-0.043631  0.041446  0.000406]
3,9.14161,0.024,[ 1.8e-05  2.2e-05 -9.0e-06],7.7e-05,0.0,0.0,[-0.015403 -0.019671  0.323505]
4,9.738266,0.0,[-1.6e-05 -9.0e-06 -1.4e-05],5.9e-05,4.49,2.67,[ 0.013325 -0.012658 -0.000123]
5,10.158414,0.0,[ 5.1e-05 -6.4e-05  1.0e-06],0.000209,7.45,3.85,[-0.002147 -0.00226  -0.000247]
6,10.520807,0.0,[ 1.7e-05 -2.8e-05  1.0e-05],8.8e-05,4.32,6.82,[0.002811 0.002993 0.000308]
7,11.433897,0.0,[1.8e-05 5.0e-06 1.0e-06],4.7e-05,32.99,62.96,[ 0.000144  0.000187 -0.003743]
8,12.068235,0.0,[ 5.3e-05 -3.7e-05  9.0e-06],0.000164,0.0,0.0,[2.1e-05 2.1e-05 5.0e-06]
9,12.346772,0.0,[ 2.2e-05 -1.0e-06 -5.0e-06],5.7e-05,0.01,0.0,[-0.0e+00 -1.0e-06  3.4e-05]
10,12.476839,0.441,[-6.9e-05  4.6e-05 -7.0e-06],0.000212,0.0,0.0,[ 0.870659 -0.827851 -0.008235]
1->2:,0.221453,0.0,-,-,-,-,[ 3.1e-05  3.9e-05 -2.0e-06]
1->3:,0.410263,0.0,-,-,-,-,[-0.001086 -0.001112 -0.000113]
2->3:,0.18881,0.001,-,-,-,-,[-0.274447 -0.288753 -0.030625]
1->4:,1.006919,0.0,-,-,-,-,[2.07e-04 2.16e-04 6.00e-05]
2->4:,0.785466,0.0,-,-,-,-,[ 1.2e-05 -3.5e-05 -1.0e-05]
3->4:,0.596656,0.058,-,-,-,-,[-1.363465 -1.435068 -0.152176]
1->5:,1.427067,0.001,-,-,-,-,[-0.007136 -0.008544  0.144502]
2->5:,1.205614,0.0,-,-,-,-,[ 0.000268  0.000311 -0.005346]
3->5:,1.016804,0.08,-,-,-,-,[ 1.303062 -1.236713 -0.012143]
4->5:,0.420147,0.0,-,-,-,-,[ 0.000129  0.000126 -0.002375]
1->6:,1.78946,0.001,-,-,-,-,[ 0.005562  0.006699 -0.113005]
2->6:,1.568007,0.0,-,-,-,-,[-0.00026  -0.000307  0.005245]
3->6:,1.379197,0.054,-,-,-,-,[-0.918118  0.871737  0.008581]
4->6:,0.782541,0.0,-,-,-,-,[-9.400e-05 -8.800e-05  1.491e-03]
5->6:,0.362393,0.0,-,-,-,-,[-1.8e-05  2.7e-05  1.1e-05]
1->7:,2.70255,0.001,-,-,-,-,[-0.073293 -0.077079 -0.008176]
2->7:,2.481097,0.0,-,-,-,-,[0.004524 0.00477  0.000516]
3->7:,2.292287,0.0,-,-,-,-,[-6.e-06 -6.e-06 -5.e-06]
4->7:,1.695631,0.0,-,-,-,-,[1.01e-04 1.01e-04 8.00e-06]
5->7:,1.275483,0.0,-,-,-,-,[-1.143e-03  1.083e-03  1.100e-05]
6->7:,0.91309,0.0,-,-,-,-,[ 2.22e-04 -2.07e-04 -2.00e-06]
1->8:,3.336887,0.0,-,-,-,-,[-0.033075  0.031435  0.000309]
2->8:,3.115434,0.047,-,-,-,-,[-0.570907  0.542168  0.005328]
3->8:,2.926624,0.0,-,-,-,-,[ 0.000149  0.000204 -0.002888]
4->8:,2.329968,0.133,-,-,-,-,[ 1.106174 -1.050942 -0.010404]
5->8:,1.909821,0.03,-,-,-,-,[-0.547609 -0.575351 -0.061057]
6->8:,1.547428,0.036,-,-,-,-,[0.667955 0.702623 0.074525]
7->8:,0.634337,0.0,-,-,-,-,[-0.000421 -0.000572  0.009164]
1->9:,3.615425,0.0,-,-,-,-,[-0.022239  0.021099  0.000206]
2->9:,3.393972,0.11,-,-,-,-,[-0.833148  0.791304  0.007797]
3->9:,3.205162,0.0,-,-,-,-,[-0.000265 -0.000352  0.004937]
4->9:,2.608506,0.202,-,-,-,-,[-1.290079  1.225939  0.012164]
5->9:,2.188359,0.151,-,-,-,-,[1.153406 1.212594 0.128648]
6->9:,1.825965,0.032,-,-,-,-,[-0.585074 -0.615187 -0.065263]
7->9:,0.912875,0.0,-,-,-,-,[-0.001486 -0.001796  0.030249]
8->9:,0.278538,0.0,-,-,-,-,[ 1.6e-05 -3.3e-05  1.5e-05]
1->10:,3.745492,0.0,-,-,-,-,[3.e-06 2.e-06 3.e-06]
2->10:,3.524039,0.0,-,-,-,-,[4.80e-05 5.00e-05 1.06e-04]
3->10:,3.335229,0.0,-,-,-,-,[-8.77e-04 -9.22e-04 -9.90e-05]
4->10:,2.738573,0.0,-,-,-,-,[-1.1e-05 -1.1e-05 -5.3e-05]
5->10:,2.318425,0.0,-,-,-,-,[ 0.001935  0.002447 -0.040417]
6->10:,1.956032,0.0,-,-,-,-,[-0.001495 -0.001885  0.031168]
7->10:,1.042942,0.103,-,-,-,-,[-1.381335 -1.454613 -0.154215]
8->10:,0.408605,0.0,-,-,-,-,[-6.87e-04  6.53e-04  7.00e-06]
9->10:,0.130067,0.0,-,-,-,-,[-4.81e-04  4.54e-04  4.00e-06]
