Excited state,Excitation energy,Oscillator strength,dipole moment,Total dipole,TPA cross section(sos),TPA cross section(dI),Transition dipole moment
0,0.0,-,[-0.00021   0.001014  0.00066 ],0.003121,-,-,-
1,8.767097,0.447,[-0.000299  0.000767  0.000779],0.002881,0.0,0.0,[-1.046461  0.993316  0.009558]
2,9.051415,0.0,[0.01202  0.010596 0.002596],0.041259,0.16,0.0,[ 0.002903 -0.004509  0.011017]
3,9.185202,0.025,[0.020522 0.048396 0.003021],0.133833,0.0,0.0,[ 0.015829  0.019687 -0.332678]
4,9.834757,0.0,[-0.058331 -0.048398 -0.006532],0.193366,4.91,2.99,[-0.00082   0.001752 -0.008363]
5,10.235373,0.0,[ 0.012871 -0.011396  0.000155],0.043697,6.42,3.02,[-0.000173 -0.000386  0.001619]
6,10.56378,0.0,[ 0.004509 -0.008021  0.000282],0.023398,6.28,8.53,[ 0.000872 -0.001692  0.002457]
7,11.535533,0.0,[0.018629 0.035811 0.002965],0.102878,32.03,59.72,[-0.004427  0.015823  0.000337]
8,12.18321,0.0,[ 0.004151 -0.001863  0.000258],0.011582,0.0,0.0,[ 4.40e-05  6.40e-05 -8.48e-04]
9,12.435115,0.0,[ 3.065e-03 -3.402e-03 -6.300e-05],0.01164,0.0,0.0,[ 0.000143  0.000151 -0.002727]
10,12.614729,0.424,[-0.041299 -0.036657 -0.004373],0.140797,0.01,0.01,[ 0.825585 -0.830808 -0.010388]
1->2:,0.284319,0.0,-,-,-,-,[ 3.2e-05 -4.3e-05 -8.4e-05]
1->3:,0.418106,0.0,-,-,-,-,[-0.001029  0.000923  0.00039 ]
2->3:,0.133787,0.001,-,-,-,-,[-0.268762 -0.291618 -0.029995]
1->4:,1.06766,0.0,-,-,-,-,[ 0.000124  0.00019  -0.001782]
2->4:,0.783342,0.0,-,-,-,-,[0.034643 0.038929 0.003437]
3->4:,0.649555,0.065,-,-,-,-,[-1.395179 -1.444798 -0.15199 ]
1->5:,1.468276,0.001,-,-,-,-,[ 0.00658   0.008193 -0.138147]
2->5:,1.183958,0.0,-,-,-,-,[ 0.02971  -0.025882  0.000295]
3->5:,1.050171,0.066,-,-,-,-,[-1.137625  1.126487  0.013218]
4->5:,0.400616,0.0,-,-,-,-,[-0.01809   0.025226  0.00089 ]
1->6:,1.796683,0.001,-,-,-,-,[ 0.006639  0.008202 -0.139   ]
2->6:,1.512365,0.0,-,-,-,-,[ 3.4833e-02 -3.5085e-02  9.2000e-05]
3->6:,1.378578,0.074,-,-,-,-,[-1.076273  1.015485  0.009516]
4->6:,0.729023,0.0,-,-,-,-,[-0.022985  0.023874  0.000507]
5->6:,0.328407,0.0,-,-,-,-,[ 0.010169 -0.004322 -0.000696]
1->7:,2.768436,0.001,-,-,-,-,[0.078987 0.080654 0.008533]
2->7:,2.484118,0.0,-,-,-,-,[ 2.30e-05 -8.26e-04 -3.65e-04]
3->7:,2.350331,0.0,-,-,-,-,[-0.000127 -0.000187  0.002764]
4->7:,1.700776,0.0,-,-,-,-,[-2.81e-04  2.46e-04 -3.60e-05]
5->7:,1.30016,0.0,-,-,-,-,[-1.84e-04  3.00e-06  5.85e-04]
6->7:,0.971753,0.0,-,-,-,-,[-0.000233 -0.000167  0.000591]
1->8:,3.416114,0.0,-,-,-,-,[ 0.00171  -0.003233 -0.001778]
2->8:,3.131795,0.026,-,-,-,-,[ 0.414081 -0.408579 -0.00472 ]
3->8:,2.998008,0.0,-,-,-,-,[ 0.0317   -0.035074 -0.000216]
4->8:,2.348453,0.187,-,-,-,-,[-1.314308  1.232342  0.011165]
5->8:,1.947838,0.041,-,-,-,-,[-0.614539 -0.687007 -0.069956]
6->8:,1.61943,0.061,-,-,-,-,[-0.881319 -0.864175 -0.093118]
7->8:,0.647677,0.0,-,-,-,-,[-0.000154 -0.000217  0.003534]
1->9:,3.668019,0.0,-,-,-,-,[-0.002682  0.001603 -0.001255]
2->9:,3.3837,0.129,-,-,-,-,[-0.892815  0.872842  0.009683]
3->9:,3.249913,0.0,-,-,-,-,[-0.01206   0.005714  0.000214]
4->9:,2.600358,0.146,-,-,-,-,[-1.115104  1.024523  0.008229]
5->9:,2.199743,0.109,-,-,-,-,[-0.990493 -1.016545 -0.107352]
6->9:,1.871335,0.036,-,-,-,-,[-0.610865 -0.636352 -0.066769]
7->9:,0.899582,0.0,-,-,-,-,[ 0.001471  0.001827 -0.031181]
8->9:,0.251905,0.0,-,-,-,-,[ 0.004471 -0.005651 -0.001442]
1->10:,3.847633,0.0,-,-,-,-,[-7.09e-04 -1.87e-04  5.00e-05]
2->10:,3.563314,0.0,-,-,-,-,[-1.00e-05 -4.30e-05  2.09e-04]
3->10:,3.429527,0.0,-,-,-,-,[ 9.10e-05  1.10e-04 -3.68e-04]
4->10:,2.779972,0.0,-,-,-,-,[-0.000103 -0.000137  0.002347]
5->10:,2.379357,0.0,-,-,-,-,[ 0.001796  0.002262 -0.037862]
6->10:,2.050949,0.0,-,-,-,-,[ 0.001821  0.00229  -0.038374]
7->10:,1.079196,0.109,-,-,-,-,[-1.394044 -1.473113 -0.153606]
8->10:,0.431519,0.0,-,-,-,-,[-5.8e-05  7.0e-05 -8.1e-05]
9->10:,0.179614,0.0,-,-,-,-,[ 1.73e-04  7.50e-05 -6.03e-04]
