Excited state,Excitation energy,Oscillator strength,dipole moment,Total dipole,TPA cross section(sos),TPA cross section(dI),Transition dipole moment
0,0.0,-,[7.50e-05 6.79e-04 5.58e-04],0.002242,-,-,-
1,8.737371,0.446,[0.000107 0.000455 0.000669],0.002075,0.0,0.0,[ 1.046192 -0.993856 -0.009216]
2,9.047003,0.0,[-0.002803  0.020557  0.002258],0.053046,0.16,0.0,[-0.001756  0.003052 -0.008412]
3,9.167124,0.025,[0.02946  0.012811 0.001461],0.081739,0.0,0.0,[-0.015181 -0.020282  0.332613]
4,9.825027,0.0,[-0.033032 -0.038152 -0.004565],0.128792,4.94,3.03,[ 0.000531 -0.001202  0.006045]
5,10.20818,0.0,[0.002    0.001475 0.000415],0.006404,6.03,2.72,[ 3.000e-06 -4.100e-05 -2.034e-03]
6,10.533192,0.0,[0.000478 0.000277 0.000446],0.001805,6.65,8.84,[-0.000924  0.001243  0.000635]
7,11.545723,0.0,[0.023315 0.012021 0.001773],0.066827,32.46,59.54,[-0.016203 -0.001904 -0.001147]
8,12.159304,0.0,[ 2.512e-03 -5.155e-03 -2.300e-05],0.014577,0.0,0.0,[1.22e-04 1.29e-04 9.80e-05]
9,12.411839,0.0,[-0.000725 -0.00323  -0.000249],0.008438,0.0,0.0,[ 0.000119  0.000169 -0.003282]
10,12.631035,0.423,[-0.033885 -0.019795 -0.002953],0.100028,0.01,0.01,[-0.886879  0.762387  0.003616]
1->2:,0.309632,0.0,-,-,-,-,[0.000104 0.000112 0.000735]
1->3:,0.429753,0.0,-,-,-,-,[-0.000885  0.000772  0.000723]
2->3:,0.120121,0.0,-,-,-,-,[-0.278648 -0.285295 -0.030088]
1->4:,1.087657,0.0,-,-,-,-,[ 0.001208  0.001244 -0.004372]
2->4:,0.778025,0.0,-,-,-,-,[0.032886 0.024094 0.002556]
3->4:,0.657904,0.065,-,-,-,-,[-1.434415 -1.407706 -0.151504]
1->5:,1.47081,0.001,-,-,-,-,[-0.007017 -0.007143  0.132909]
2->5:,1.161177,0.0,-,-,-,-,[-0.018941  0.022303  0.000168]
3->5:,1.041056,0.061,-,-,-,-,[ 1.076101 -1.118459 -0.015711]
4->5:,0.383153,0.0,-,-,-,-,[ 0.013159 -0.010857 -0.000209]
1->6:,1.795821,0.001,-,-,-,-,[ 0.007425  0.007689 -0.141388]
2->6:,1.486189,0.0,-,-,-,-,[ 0.028693 -0.026461  0.000133]
3->6:,1.366068,0.078,-,-,-,-,[-1.091909  1.071054  0.012163]
4->6:,0.708164,0.0,-,-,-,-,[-1.6524e-02  1.1836e-02  5.6000e-05]
5->6:,0.325011,0.0,-,-,-,-,[-0.003271 -0.003711  0.000412]
1->7:,2.808352,0.001,-,-,-,-,[-0.077853 -0.082703 -0.008594]
2->7:,2.49872,0.0,-,-,-,-,[-0.000156  0.000545  0.001446]
3->7:,2.378599,0.0,-,-,-,-,[-4.40e-05 -1.90e-05  1.57e-04]
4->7:,1.720695,0.0,-,-,-,-,[ 0.000278 -0.000184 -0.000511]
5->7:,1.337542,0.0,-,-,-,-,[-1.27e-04 -7.00e-06  3.66e-04]
6->7:,1.012531,0.0,-,-,-,-,[ 0.000194  0.000155 -0.000438]
1->8:,3.421934,0.0,-,-,-,-,[-0.001013  0.002247  0.001714]
2->8:,3.112302,0.027,-,-,-,-,[-0.425275  0.410899  0.004289]
3->8:,2.992181,0.0,-,-,-,-,[-0.020976  0.023975  0.000175]
4->8:,2.334277,0.183,-,-,-,-,[ 1.324075 -1.204383 -0.009299]
5->8:,1.951124,0.036,-,-,-,-,[-0.554969 -0.670618 -0.066113]
6->8:,1.626113,0.063,-,-,-,-,[0.86542  0.907237 0.094849]
7->8:,0.613582,0.0,-,-,-,-,[-8.700e-05 -3.040e-04  3.703e-03]
1->9:,3.674468,0.0,-,-,-,-,[-0.001812  0.000859 -0.001027]
2->9:,3.364836,0.128,-,-,-,-,[-0.903259  0.859086  0.008421]
3->9:,3.244715,0.0,-,-,-,-,[-0.011776  0.005763  0.0001  ]
4->9:,2.586811,0.148,-,-,-,-,[-1.145324  1.013086  0.006391]
5->9:,2.203658,0.106,-,-,-,-,[0.940223 1.034584 0.105963]
6->9:,1.878647,0.041,-,-,-,-,[-0.632975 -0.692739 -0.07111 ]
7->9:,0.866116,0.0,-,-,-,-,[-0.001547 -0.001757  0.031119]
8->9:,0.252534,0.0,-,-,-,-,[ 0.009258 -0.004335  0.001286]
1->10:,3.893664,0.0,-,-,-,-,[ 4.70e-05 -2.04e-04  8.90e-05]
2->10:,3.584032,0.0,-,-,-,-,[-0.000713 -0.000829  0.009458]
3->10:,3.463911,0.0,-,-,-,-,[1.20e-05 2.00e-05 7.34e-04]
4->10:,2.806007,0.0,-,-,-,-,[ 0.00029   0.000351 -0.004814]
5->10:,2.422855,0.0,-,-,-,-,[-0.001694 -0.002192  0.036508]
6->10:,2.097843,0.0,-,-,-,-,[ 0.001861  0.002372 -0.039711]
7->10:,1.085312,0.11,-,-,-,-,[1.472546 1.395118 0.152541]
8->10:,0.47173,0.0,-,-,-,-,[ 2.50e-05 -4.70e-05  1.36e-04]
9->10:,0.219196,0.0,-,-,-,-,[ 1.46e-04  5.80e-05 -4.21e-04]
