Excited state,Excitation energy,Oscillator strength,dipole moment,Total dipole,TPA cross section(sos),TPA cross section(dI),Transition dipole moment
0,0.0,-,[ 0.002446 -0.002762 -0.000109],0.009381,-,-,-
1,8.740121,0.446,[ 2.354e-03 -1.847e-03 -7.000e-05],0.007606,0.0,0.0,[-1.04193   0.998707  0.009806]
2,9.068379,0.0,[-0.047765 -0.084928 -0.007406],0.248378,0.18,0.0,[-0.00194   0.006607 -0.044852]
3,9.134616,0.024,[ 0.001441 -0.062227 -0.003505],0.158457,0.0,0.0,[-0.016215 -0.018236  0.324533]
4,9.820905,0.0,[0.125748 0.092013 0.011436],0.397113,4.91,3.05,[-0.000951  0.002464 -0.014695]
5,10.185635,0.0,[-0.030078  0.045449  0.001234],0.138563,4.53,1.7,[ 0.000137  0.000353 -0.0011  ]
6,10.515647,0.0,[-0.015731  0.043212  0.001781],0.116973,7.82,9.68,[-0.000743 -0.00102   0.008228]
7,11.534359,0.0,[-0.044407 -0.086055 -0.007172],0.246809,31.53,58.34,[ 0.009404 -0.022042 -0.000335]
8,12.181402,0.0,[-3.69e-02  7.20e-05 -1.74e-03],0.093896,0.0,0.0,[ 4.100e-05  4.000e-05 -1.858e-03]
9,12.434681,0.0,[-0.021748  0.003739 -0.00084 ],0.05613,0.0,0.0,[-0.000173 -0.000228  0.00394 ]
10,12.637684,0.411,[0.107554 0.064466 0.008886],0.319519,0.05,0.07,[ 0.795525 -0.834224 -0.01147 ]
1->2:,0.328258,0.0,-,-,-,-,[-1.55e-04 -8.40e-05 -4.97e-04]
1->3:,0.394495,0.0,-,-,-,-,[-6.500e-05  8.900e-05  2.605e-03]
2->3:,0.066237,0.0,-,-,-,-,[0.283251 0.312013 0.03172 ]
1->4:,1.080784,0.0,-,-,-,-,[0.000291 0.000257 0.003839]
2->4:,0.752526,0.001,-,-,-,-,[0.177252 0.174119 0.018571]
3->4:,0.686289,0.068,-,-,-,-,[-1.413223 -1.413542 -0.149957]
1->5:,1.445514,0.0,-,-,-,-,[ 0.005041  0.007114 -0.114164]
2->5:,1.117256,0.001,-,-,-,-,[-0.11233   0.110748  0.000857]
3->5:,1.051018,0.047,-,-,-,-,[ 0.924544 -0.991866 -0.014754]
4->5:,0.36473,0.0,-,-,-,-,[-0.035205  0.058268  0.002054]
1->6:,1.775526,0.001,-,-,-,-,[-0.006962 -0.009458  0.15519 ]
2->6:,1.447268,0.002,-,-,-,-,[ 0.158977 -0.155976 -0.001003]
3->6:,1.38103,0.092,-,-,-,-,[-1.188915  1.139986  0.011019]
4->6:,0.694742,0.0,-,-,-,-,[ 0.067116 -0.066865 -0.001071]
5->6:,0.330012,0.0,-,-,-,-,[ 0.026154 -0.029966 -0.000624]
1->7:,2.794238,0.001,-,-,-,-,[0.081644 0.081355 0.008635]
2->7:,2.46598,0.0,-,-,-,-,[0.000292 0.000343 0.003873]
3->7:,2.399742,0.0,-,-,-,-,[ 0.000269  0.000341 -0.004224]
4->7:,1.713454,0.0,-,-,-,-,[-7.2e-05 -2.2e-05  7.0e-04]
5->7:,1.348724,0.0,-,-,-,-,[ 1.900e-04 -5.100e-05 -1.015e-03]
6->7:,1.018712,0.0,-,-,-,-,[-1.460e-04 -2.400e-05  1.365e-03]
1->8:,3.441281,0.0,-,-,-,-,[-0.00268   0.002762  0.000578]
2->8:,3.113023,0.014,-,-,-,-,[ 0.297872 -0.304823 -0.003978]
3->8:,3.046786,0.001,-,-,-,-,[ 0.079509 -0.105555 -0.001888]
4->8:,2.360497,0.217,-,-,-,-,[ 1.419181 -1.316841 -0.010392]
5->8:,1.995767,0.037,-,-,-,-,[-0.547336 -0.678725 -0.065814]
6->8:,1.665755,0.087,-,-,-,-,[1.054496 1.000577 0.108715]
7->8:,0.647043,0.0,-,-,-,-,[-3.7e-05  4.9e-05  9.3e-05]
1->9:,3.69456,0.0,-,-,-,-,[-0.002451  0.002635 -0.001973]
2->9:,3.366302,0.139,-,-,-,-,[ 0.91306  -0.924836 -0.01125 ]
3->9:,3.300064,0.001,-,-,-,-,[ 1.02951e-01 -7.42770e-02 -7.10000e-05]
4->9:,2.613776,0.111,-,-,-,-,[-0.986786  0.873232  0.004714]
5->9:,2.249046,0.081,-,-,-,-,[0.855998 0.856171 0.090836]
6->9:,1.919034,0.041,-,-,-,-,[-0.647442 -0.673185 -0.070218]
7->9:,0.900322,0.0,-,-,-,-,[-0.001461 -0.001873  0.03104 ]
8->9:,0.253278,0.0,-,-,-,-,[0.015373 0.002056 0.000723]
1->10:,3.897563,0.0,-,-,-,-,[0.003198 0.002104 0.000263]
2->10:,3.569305,0.0,-,-,-,-,[5.500e-05 5.300e-05 1.376e-03]
3->10:,3.503067,0.0,-,-,-,-,[ 0.000146  0.000146 -0.000415]
4->10:,2.816779,0.0,-,-,-,-,[ 0.000221  0.000219 -0.003565]
5->10:,2.452049,0.0,-,-,-,-,[ 0.001548  0.001911 -0.032885]
6->10:,2.122037,0.0,-,-,-,-,[-0.002045 -0.002541  0.043627]
7->10:,1.103325,0.113,-,-,-,-,[-1.412681 -1.466873 -0.153071]
8->10:,0.456282,0.0,-,-,-,-,[ 7.90e-05 -7.70e-05 -1.61e-04]
9->10:,0.203003,0.0,-,-,-,-,[ 1.570e-04  1.300e-05 -1.306e-03]
