Excited state,Excitation energy,Oscillator strength,dipole moment,Total dipole,TPA cross section(sos),TPA cross section(dI),Transition dipole moment
0,0.0,-,[-0.000778 -0.000828  0.000863],0.003626,-,-,-
1,8.732107,0.446,[-0.003054 -0.003225  0.000816],0.011479,0.0,0.0,[-1.047124  0.994492  0.009722]
2,8.930067,0.001,[0.066364 0.069838 0.009419],0.246041,0.19,0.0,[ 0.002864  0.005073 -0.064508]
3,9.122578,0.022,[0.389772 0.410048 0.042396],1.442,0.11,0.08,[ 0.014775  0.018611 -0.3099  ]
4,9.752206,0.001,[-0.495892 -0.522103 -0.056698],1.8359,4.3,2.56,[ 0.002902  0.004073 -0.06309 ]
5,10.155103,0.0,[-0.057746 -0.060396 -0.006392],0.213009,7.43,3.84,[-4.18e-04  4.53e-04  2.50e-05]
6,10.516579,0.0,[-0.067992 -0.071476 -0.006358],0.251262,4.27,6.76,[-2.018e-03  1.994e-03  2.900e-05]
7,11.398202,0.003,[0.292136 0.30731  0.032533],1.08089,32.25,61.4,[ 0.070538 -0.066971 -0.000613]
8,12.070812,0.0,[0.074103 0.077954 0.009226],0.274383,0.01,0.03,[-6.30e-05  1.06e-04  7.00e-06]
9,12.34861,0.0,[0.082444 0.086763 0.008539],0.304987,0.0,0.0,[ 1.77e-04 -1.70e-04 -3.50e-05]
10,12.467148,0.437,[-0.364201 -0.383796 -0.040999],1.348858,0.59,1.7,[ 0.866693 -0.824138 -0.008206]
1->2:,0.19796,0.0,-,-,-,-,[-3.66e-04  2.89e-04  5.00e-06]
1->3:,0.39047,0.0,-,-,-,-,[-1.754e-03  1.480e-03  3.000e-06]
2->3:,0.19251,0.001,-,-,-,-,[0.335819 0.353306 0.036738]
1->4:,1.020099,0.0,-,-,-,-,[-2.64e-04  7.24e-04  7.00e-05]
2->4:,0.822139,0.002,-,-,-,-,[-0.190985 -0.201001 -0.020566]
3->4:,0.629629,0.052,-,-,-,-,[-1.25566  -1.321644 -0.140308]
1->5:,1.422995,0.001,-,-,-,-,[-0.007103 -0.008477  0.1445  ]
2->5:,1.225036,0.002,-,-,-,-,[ 0.182044 -0.172769 -0.00161 ]
3->5:,1.032525,0.075,-,-,-,-,[ 1.252884 -1.189085 -0.011681]
4->5:,0.402896,0.002,-,-,-,-,[ 0.340571 -0.323217 -0.003207]
1->6:,1.784472,0.001,-,-,-,-,[-0.005478 -0.006489  0.11235 ]
2->6:,1.586512,0.003,-,-,-,-,[ 0.192279 -0.182581 -0.001715]
3->6:,1.394001,0.048,-,-,-,-,[ 0.860905 -0.817414 -0.008055]
4->6:,0.764372,0.003,-,-,-,-,[ 0.26844  -0.254903 -0.002533]
5->6:,0.361476,0.0,-,-,-,-,[-0.026075 -0.027232 -0.004199]
1->7:,2.666095,0.001,-,-,-,-,[-0.075463 -0.079362 -0.008376]
2->7:,2.468135,0.0,-,-,-,-,[ 6.30e-04 -7.29e-04 -1.50e-05]
3->7:,2.275624,0.0,-,-,-,-,[-1.42e-04  1.39e-04 -2.00e-06]
4->7:,1.645996,0.0,-,-,-,-,[ 4.16e-04 -3.92e-04 -2.00e-06]
5->7:,1.243099,0.0,-,-,-,-,[-0.000401 -0.000448  0.005754]
6->7:,0.881623,0.0,-,-,-,-,[-0.000427 -0.000483  0.003958]
1->8:,3.338704,0.0,-,-,-,-,[-0.001024 -0.002126  0.005565]
2->8:,3.140744,0.042,-,-,-,-,[-0.535307  0.508351  0.005004]
3->8:,2.948234,0.014,-,-,-,-,[ 0.321442 -0.305308 -0.002975]
4->8:,2.318605,0.124,-,-,-,-,[-1.069272  1.015899  0.010064]
5->8:,1.915709,0.029,-,-,-,-,[0.542731 0.570213 0.060494]
6->8:,1.554233,0.035,-,-,-,-,[0.660218 0.694495 0.073675]
7->8:,0.672609,0.0,-,-,-,-,[ 0.000367  0.000513 -0.009026]
1->9:,3.616503,0.0,-,-,-,-,[-0.001329 -0.00057  -0.006249]
2->9:,3.418543,0.114,-,-,-,-,[ 0.84432  -0.801916 -0.007893]
3->9:,3.226033,0.001,-,-,-,-,[ 0.078382 -0.074495 -0.00068 ]
4->9:,2.596404,0.198,-,-,-,-,[-1.279261  1.215682  0.012073]
5->9:,2.193508,0.151,-,-,-,-,[1.152491 1.211618 0.128585]
6->9:,1.832031,0.032,-,-,-,-,[0.581665 0.611602 0.064941]
7->9:,0.950408,0.0,-,-,-,-,[-0.001205 -0.001487  0.029734]
8->9:,0.277799,0.0,-,-,-,-,[0.058504 0.061588 0.004675]
1->10:,3.73504,0.0,-,-,-,-,[-0.012099 -0.01275  -0.001216]
2->10:,3.53708,0.0,-,-,-,-,[-0.00027   0.000334  0.000112]
3->10:,3.34457,0.0,-,-,-,-,[ 2.5e-05 -2.2e-05 -2.6e-05]
4->10:,2.714941,0.0,-,-,-,-,[ 8.5e-05 -6.1e-05  5.3e-05]
5->10:,2.312045,0.0,-,-,-,-,[-0.002075 -0.002593  0.040042]
6->10:,1.950569,0.0,-,-,-,-,[-0.001589 -0.001977  0.030453]
7->10:,1.068945,0.1,-,-,-,-,[1.338756 1.409894 0.149475]
8->10:,0.396336,0.0,-,-,-,-,[-0.000186 -0.000217  0.00332 ]
9->10:,0.118537,0.0,-,-,-,-,[ 0.000308  0.000343 -0.005202]
