Excited state,Excitation energy,Oscillator strength,dipole moment,Total dipole,TPA cross section(sos),TPA cross section(dI),Transition dipole moment
0,0.0,-,[-0.009236 -0.005659 -0.003123],0.028654,-,-,-
1,8.722204,0.446,[-0.007373 -0.004065 -0.003453],0.02313,0.0,0.0,[-1.026816  1.017149  0.008003]
2,8.888385,0.002,[-0.0627   -0.082187 -0.013007],0.264819,0.17,0.02,[-0.004394 -0.007323  0.083205]
3,9.106504,0.02,[-0.490279 -0.439836 -0.049379],1.678838,0.05,0.04,[ 0.009963  0.022944 -0.29738 ]
4,9.759347,0.003,[0.682552 0.575317 0.073235],2.276576,4.31,2.64,[ 0.005543  0.006404 -0.103437]
5,10.166479,0.0,[-0.066304 -0.026987 -0.004862],0.182371,7.94,4.3,[ 0.001344 -0.001153 -0.001063]
6,10.539122,0.0,[-0.008449  0.048043 -0.000657],0.123998,3.99,6.48,[-0.004354  0.005272 -0.006632]
7,11.376484,0.01,[-0.314736 -0.296927 -0.034053],1.103201,51.88,62.37,[ 0.163711 -0.100038  0.001627]
8,12.054143,0.0,[ 0.001293  0.013107 -0.001346],0.033652,0.18,0.11,[-0.000295  0.001304  0.000933]
9,12.329347,0.0,[0.038336 0.04702  0.006299],0.15503,0.06,0.07,[-0.002657 -0.001515  0.032775]
10,12.4459,0.478,[0.536173 0.326397 0.047853],1.600104,1.27,1.08,[-1.150574  0.492702 -0.02665 ]
1->2:,0.166181,0.0,-,-,-,-,[-0.002745 -0.00025  -0.003922]
1->3:,0.3843,0.0,-,-,-,-,[ 0.006907 -0.001181 -0.001193]
2->3:,0.218119,0.001,-,-,-,-,[0.401813 0.305967 0.037085]
1->4:,1.037143,0.0,-,-,-,-,[-0.007404 -0.00794   0.006138]
2->4:,0.870962,0.002,-,-,-,-,[-0.246904 -0.192119 -0.022643]
3->4:,0.652843,0.05,-,-,-,-,[1.362206 1.122662 0.138426]
1->5:,1.444275,0.001,-,-,-,-,[-0.014568 -0.002002  0.148452]
2->5:,1.278094,0.003,-,-,-,-,[-0.217773  0.230764  0.003346]
3->5:,1.059975,0.081,-,-,-,-,[ 1.194807 -1.299498 -0.019931]
4->5:,0.407132,0.002,-,-,-,-,[ 0.251574 -0.300959 -0.006138]
1->6:,1.816918,0.001,-,-,-,-,[ 0.009495  0.001573 -0.106307]
2->6:,1.650737,0.005,-,-,-,-,[ 0.228797 -0.255073 -0.004061]
3->6:,1.432618,0.043,-,-,-,-,[-0.71365   0.847506  0.016392]
4->6:,0.779775,0.002,-,-,-,-,[-0.189158  0.23204   0.005136]
5->6:,0.372643,0.0,-,-,-,-,[0.038178 0.055973 0.002286]
1->7:,2.65428,0.001,-,-,-,-,[0.065357 0.086884 0.008599]
2->7:,2.488099,0.0,-,-,-,-,[ 0.001911 -0.001559  0.003088]
3->7:,2.26998,0.0,-,-,-,-,[ 0.001626  0.001201 -0.01893 ]
4->7:,1.617137,0.0,-,-,-,-,[-0.001181  0.000971 -0.001799]
5->7:,1.210005,0.0,-,-,-,-,[-0.000769 -0.000908  0.007823]
6->7:,0.837362,0.0,-,-,-,-,[ 0.000721  0.0011   -0.005767]
1->8:,3.331939,0.0,-,-,-,-,[0.002309 0.001259 0.024017]
2->8:,3.165758,0.041,-,-,-,-,[-0.568344  0.456817 -0.000857]
3->8:,2.947639,0.015,-,-,-,-,[-0.341871  0.309358  0.001913]
4->8:,2.294796,0.122,-,-,-,-,[ 1.10131  -0.981117 -0.006164]
5->8:,1.887664,0.034,-,-,-,-,[0.538837 0.659542 0.067979]
6->8:,1.515021,0.035,-,-,-,-,[-0.474631 -0.838596 -0.075728]
7->8:,0.677659,0.0,-,-,-,-,[ 0.001359 -0.000335  0.009729]
1->9:,3.607142,0.0,-,-,-,-,[0.002864 0.000968 0.020234]
2->9:,3.440962,0.111,-,-,-,-,[ 8.84893e-01 -7.29878e-01 -3.94000e-04]
3->9:,3.222843,0.001,-,-,-,-,[-0.048192  0.084337  0.002994]
4->9:,2.57,0.193,-,-,-,-,[ 1.298637 -1.174112 -0.008725]
5->9:,2.162868,0.155,-,-,-,-,[0.974526 1.401902 0.135713]
6->9:,1.790225,0.027,-,-,-,-,[-0.471667 -0.631034 -0.062906]
7->9:,0.952863,0.0,-,-,-,-,[ 0.004001  0.001832 -0.028206]
8->9:,0.275204,0.0,-,-,-,-,[0.037519 0.033578 0.008513]
1->10:,3.723696,0.0,-,-,-,-,[-5.054e-03  1.145e-03  7.800e-05]
2->10:,3.557515,0.0,-,-,-,-,[-0.004286 -0.003119  0.03356 ]
3->10:,3.339396,0.0,-,-,-,-,[-0.000605 -0.001509  0.013207]
4->10:,2.686553,0.0,-,-,-,-,[-0.00096   0.005135 -0.032318]
5->10:,2.279421,0.0,-,-,-,-,[ 0.000301  0.000431 -0.043705]
6->10:,1.906778,0.0,-,-,-,-,[-4.8000e-05  1.6600e-04  2.5761e-02]
7->10:,1.069416,0.098,-,-,-,-,[1.644536 1.015084 0.145504]
8->10:,0.391757,0.0,-,-,-,-,[ 7.23e-04  9.60e-05 -9.26e-04]
9->10:,0.116553,0.0,-,-,-,-,[ 0.001661  0.000633 -0.007305]
