Excited state,Excitation energy,Oscillator strength,dipole moment,Total dipole,TPA cross section(sos),TPA cross section(dI),Transition dipole moment
0,0.0,-,[-0.001028 -0.005124 -0.000564],0.013361,-,-,-
1,8.735483,0.445,[-0.00071  -0.004852 -0.000654],0.012573,0.0,0.0,[ 1.048659 -0.989278 -0.00865 ]
2,9.109511,0.001,[-0.113728 -0.018747 -0.006952],0.293502,0.19,0.0,[ 0.003211 -0.009058  0.05614 ]
3,9.198984,0.026,[ 0.034278 -0.147272 -0.007007],0.384747,0.0,0.0,[ 0.015791  0.020397 -0.336685]
4,9.888503,0.0,[0.196955 0.099702 0.015471],0.562474,5.2,3.31,[ 0.000959 -0.003877  0.029634]
5,10.246316,0.0,[-0.059786  0.041566 -0.000346],0.185081,5.1,2.06,[-0.00093  -0.001373  0.016112]
6,10.561836,0.0,[-0.067701  0.020029 -0.001969],0.17952,8.72,10.47,[ 0.001079  0.002276 -0.019111]
7,11.641922,0.003,[-0.009403 -0.126105 -0.008029],0.322065,45.21,57.36,[-0.014609 -0.100736 -0.006018]
8,12.211053,0.0,[0.023334 0.050638 0.00426 ],0.142129,0.08,0.06,[ 2.200e-05 -1.750e-04 -4.952e-03]
9,12.46109,0.0,[0.019852 0.025963 0.002472],0.083309,0.02,0.01,[-0.001036 -0.001357  0.024107]
10,12.742804,0.431,[0.088508 0.091953 0.009478],0.325292,0.82,0.17,[-1.057454  0.511261 -0.018912]
1->2:,0.374028,0.0,-,-,-,-,[ 0.000306 -0.000355  0.00388 ]
1->3:,0.463501,0.0,-,-,-,-,[-7.00e-05  5.10e-05  5.36e-04]
2->3:,0.089473,0.0,-,-,-,-,[0.283324 0.291245 0.03088 ]
1->4:,1.153019,0.0,-,-,-,-,[-0.003211 -0.002976  0.019608]
2->4:,0.778992,0.001,-,-,-,-,[0.195113 0.187074 0.020468]
3->4:,0.689519,0.068,-,-,-,-,[-1.589776 -1.219067 -0.148863]
1->5:,1.510832,0.001,-,-,-,-,[ 0.006904  0.00607  -0.122925]
2->5:,1.136804,0.001,-,-,-,-,[-0.113189  0.127459  0.001796]
3->5:,1.047331,0.047,-,-,-,-,[ 0.780471 -1.103089 -0.029611]
4->5:,0.357813,0.0,-,-,-,-,[0.030275 0.052036 0.005011]
1->6:,1.826353,0.001,-,-,-,-,[-0.009213 -0.007924  0.160939]
2->6:,1.452325,0.003,-,-,-,-,[ 0.177016 -0.209443 -0.003295]
3->6:,1.362852,0.093,-,-,-,-,[-1.102229  1.252872  0.0235  ]
4->6:,0.673333,0.0,-,-,-,-,[ 0.00465  -0.061869 -0.003975]
5->6:,0.31552,0.0,-,-,-,-,[ 0.066244 -0.013589  0.001853]
1->7:,2.906438,0.001,-,-,-,-,[-0.076474 -0.090597 -0.009112]
2->7:,2.532411,0.0,-,-,-,-,[-0.000786 -0.001082  0.004422]
3->7:,2.442938,0.0,-,-,-,-,[ 0.000232  0.000356 -0.006127]
4->7:,1.753419,0.0,-,-,-,-,[ 7.100e-05 -1.740e-04  1.936e-03]
5->7:,1.395606,0.0,-,-,-,-,[-2.530e-04  7.600e-05  1.984e-03]
6->7:,1.080086,0.0,-,-,-,-,[ 0.000271  0.000122 -0.002798]
1->8:,3.475569,0.0,-,-,-,-,[-0.004403  0.002897  0.014948]
2->8:,3.101542,0.015,-,-,-,-,[ 0.323245 -0.30757  -0.0031  ]
3->8:,3.012069,0.001,-,-,-,-,[ 0.098206 -0.0974   -0.000359]
4->8:,2.32255,0.212,-,-,-,-,[ 1.531280e+00 -1.177485e+00  9.770000e-04]
5->8:,1.964737,0.037,-,-,-,-,[-0.396129 -0.784275 -0.066212]
6->8:,1.649217,0.086,-,-,-,-,[0.909747 1.133943 0.111623]
7->8:,0.569131,0.0,-,-,-,-,[-0.000309  0.000146 -0.000307]
1->9:,3.725607,0.0,-,-,-,-,[-0.003572  0.003521 -0.00445 ]
2->9:,3.351579,0.135,-,-,-,-,[ 0.958244 -0.852732 -0.005862]
3->9:,3.262106,0.001,-,-,-,-,[ 0.10452  -0.082542 -0.000833]
4->9:,2.572587,0.114,-,-,-,-,[-1.10802   0.767246 -0.005691]
5->9:,2.214775,0.078,-,-,-,-,[0.693626 0.970687 0.091547]
6->9:,1.899254,0.043,-,-,-,-,[-0.570693 -0.768955 -0.073517]
7->9:,0.819169,0.0,-,-,-,-,[ 0.001573  0.001711 -0.030997]
8->9:,0.250037,0.0,-,-,-,-,[ 0.024559 -0.075932 -0.003918]
1->10:,4.00732,0.0,-,-,-,-,[ 0.000585 -0.002451 -0.000383]
2->10:,3.633292,0.0,-,-,-,-,[-0.002962 -0.003302  0.046789]
3->10:,3.543819,0.0,-,-,-,-,[-0.000214 -0.000183  0.005017]
4->10:,2.854301,0.0,-,-,-,-,[-0.001335 -0.002096  0.029588]
5->10:,2.496488,0.0,-,-,-,-,[ 0.001278  0.001725 -0.029797]
6->10:,2.180967,0.0,-,-,-,-,[-0.001904 -0.00251   0.043874]
7->10:,1.100882,0.112,-,-,-,-,[1.723875 1.069498 0.146126]
8->10:,0.531751,0.0,-,-,-,-,[ 7.100e-05 -1.350e-04  1.603e-03]
9->10:,0.281713,0.0,-,-,-,-,[ 2.130e-04 -6.300e-05 -1.478e-03]
