Excited state,Excitation energy,Oscillator strength,dipole moment,Total dipole,TPA cross section(sos),TPA cross section(dI),Transition dipole moment
0,0.0,-,[0.000145 0.000114 0.00036 ],0.001029,-,-,-
1,8.731812,0.446,[4.70e-05 1.30e-04 4.33e-04],0.001155,0.0,0.0,[ 1.046751 -0.995    -0.009613]
2,8.952399,0.0,[ 0.009056 -0.005308  0.000902],0.026778,0.15,0.01,[ 0.000817 -0.00021  -0.001996]
3,9.141644,0.024,[0.00097  0.019225 0.000751],0.048966,0.0,0.0,[-0.015347 -0.01989   0.32349 ]
4,9.738247,0.0,[-0.016897 -0.010979 -0.001963],0.05146,4.49,2.67,[ 3.000e-04  6.000e-06 -2.212e-03]
5,10.158461,0.0,[ 4.832e-03 -2.908e-03  6.900e-05],0.014336,7.45,3.85,[ 0.0001   -0.000232  0.001799]
6,10.520851,0.0,[ 0.000871 -0.001553  0.000393],0.004634,4.32,6.82,[ 0.000746 -0.000718  0.000731]
7,11.433774,0.0,[0.000163 0.012526 0.000743],0.031897,33.0,62.96,[0.00384  0.009668 0.00082 ]
8,12.068302,0.0,[-0.003302  0.00287   0.000358],0.011157,0.0,0.0,[-4.2e-05 -4.7e-05 -2.1e-05]
9,12.346819,0.0,[ 0.001181 -0.002801 -0.000352],0.007778,0.0,0.0,[-3.2e-05 -3.9e-05  6.4e-04]
10,12.47675,0.441,[-0.00608  -0.012404 -0.001164],0.035236,0.01,0.0,[ 0.877295 -0.820886 -0.007491]
1->2:,0.220586,0.0,-,-,-,-,[6.6e-05 6.9e-05 7.9e-05]
1->3:,0.409831,0.0,-,-,-,-,[-0.000606  0.000633 -0.000317]
2->3:,0.189245,0.001,-,-,-,-,[-0.27506  -0.28763  -0.030729]
1->4:,1.006435,0.0,-,-,-,-,[-4.38e-04 -4.64e-04  5.30e-05]
2->4:,0.785849,0.0,-,-,-,-,[-0.00276  -0.008878 -0.000375]
3->4:,0.596604,0.058,-,-,-,-,[1.366845 1.431737 0.152888]
1->5:,1.426648,0.001,-,-,-,-,[-0.007394 -0.008381  0.144575]
2->5:,1.206062,0.0,-,-,-,-,[-6.586e-03  4.155e-03  2.000e-06]
3->5:,1.016817,0.08,-,-,-,-,[ 1.30139  -1.238351 -0.012276]
4->5:,0.420213,0.0,-,-,-,-,[-0.003661  0.008014  0.00028 ]
1->6:,1.789038,0.001,-,-,-,-,[-0.005744 -0.006595  0.113113]
2->6:,1.568452,0.0,-,-,-,-,[-0.005333  0.006815  0.000221]
3->6:,1.379207,0.054,-,-,-,-,[ 0.916173 -0.873754 -0.008766]
4->6:,0.782603,0.0,-,-,-,-,[-0.003582  0.00619   0.000185]
5->6:,0.36239,0.0,-,-,-,-,[ 0.003025 -0.000858 -0.000382]
1->7:,2.701961,0.001,-,-,-,-,[-0.07321  -0.077376 -0.00823 ]
2->7:,2.481375,0.0,-,-,-,-,[-0.000274  0.000231 -0.000803]
3->7:,2.29213,0.0,-,-,-,-,[-3.40e-05 -3.60e-05  3.84e-04]
4->7:,1.695526,0.0,-,-,-,-,[-0.000138  0.000166 -0.000312]
5->7:,1.275313,0.0,-,-,-,-,[-3.40e-05 -6.50e-05  1.49e-04]
6->7:,0.912923,0.0,-,-,-,-,[-8.30e-05 -9.50e-05  1.25e-04]
1->8:,3.33649,0.0,-,-,-,-,[-8.45e-04 -5.90e-05 -5.22e-04]
2->8:,3.115903,0.047,-,-,-,-,[ 0.572635 -0.542056 -0.005202]
3->8:,2.926659,0.0,-,-,-,-,[ 8.142e-03 -6.754e-03 -5.200e-05]
4->8:,2.330055,0.133,-,-,-,-,[ 1.106883 -1.050329 -0.010326]
5->8:,1.909841,0.03,-,-,-,-,[0.547038 0.576036 0.061372]
6->8:,1.547451,0.036,-,-,-,-,[0.664435 0.706041 0.07493 ]
7->8:,0.634529,0.0,-,-,-,-,[ 0.000397  0.000595 -0.009159]
1->9:,3.615007,0.0,-,-,-,-,[0.000149 0.00071  0.000466]
2->9:,3.394421,0.11,-,-,-,-,[ 0.834539 -0.790121 -0.007625]
3->9:,3.205176,0.0,-,-,-,-,[-1.924e-03  6.000e-06 -3.100e-05]
4->9:,2.608572,0.202,-,-,-,-,[-1.290559  1.225482  0.012121]
5->9:,2.188358,0.151,-,-,-,-,[-1.149585 -1.216045 -0.129306]
6->9:,1.825969,0.032,-,-,-,-,[-0.583501 -0.616602 -0.065594]
7->9:,0.913046,0.0,-,-,-,-,[ 0.001531  0.001771 -0.030251]
8->9:,0.278517,0.0,-,-,-,-,[-0.004456  0.005554  0.000803]
1->10:,3.744937,0.0,-,-,-,-,[ 1.86e-04 -1.01e-04 -4.70e-05]
2->10:,3.524351,0.0,-,-,-,-,[ 0.000145  0.000159 -0.000672]
3->10:,3.335106,0.0,-,-,-,-,[ 0.00e+00 -1.50e-05  3.49e-04]
4->10:,2.738502,0.0,-,-,-,-,[ 5.70e-05  7.40e-05 -6.86e-04]
5->10:,2.318289,0.0,-,-,-,-,[ 0.001938  0.002461 -0.040414]
6->10:,1.955899,0.0,-,-,-,-,[ 0.001501  0.001892 -0.031164]
7->10:,1.042976,0.103,-,-,-,-,[-1.389167 -1.447001 -0.154891]
8->10:,0.408448,0.0,-,-,-,-,[5.0e-06 2.3e-05 1.5e-05]
9->10:,0.12993,0.0,-,-,-,-,[ 4.8e-05  6.1e-05 -1.5e-04]
