Excited state,Excitation energy,Oscillator strength,dipole moment,Total dipole,TPA cross section(sos),TPA cross section(dI),Transition dipole moment
0,0.0,-,[-0.000257  0.000177  0.000529],0.001561,-,-,-
1,8.736747,0.446,[-3.19e-04 -9.00e-06  6.41e-04],0.001821,0.0,0.0,[ 1.045069 -0.994725 -0.009339]
2,9.0517,0.0,[0.002153 0.010171 0.00192 ],0.026872,0.16,0.0,[-0.001595  0.002634 -0.005724]
3,9.175204,0.025,[0.01911  0.019145 0.001325],0.068839,0.0,0.0,[ 0.015547  0.020204 -0.334571]
4,9.835187,0.0,[-0.028187 -0.02776  -0.003762],0.101009,5.0,3.06,[ 0.000555 -0.000988  0.003685]
5,10.215613,0.0,[ 2.820e-04 -5.193e-03 -5.400e-05],0.01322,6.15,2.81,[6.50e-05 1.17e-04 4.30e-04]
6,10.53918,0.0,[-2.435e-03 -5.385e-03 -1.200e-05],0.015023,6.7,8.9,[-0.000929  0.001295 -0.000281]
7,11.558963,0.0,[0.016728 0.016457 0.001727],0.059807,31.97,59.41,[-0.00583   0.001896 -0.000408]
8,12.163175,0.0,[0.006614 0.002779 0.000652],0.018311,0.0,0.0,[-0.000101 -0.000106  0.000371]
9,12.415348,0.0,[0.00433  0.002127 0.000303],0.012287,0.0,0.0,[-3.80e-05 -2.70e-05  2.09e-04]
10,12.64641,0.423,[-0.024285 -0.018218 -0.002438],0.077413,0.0,0.0,[-0.848684  0.803579  0.007686]
1->2:,0.314953,0.0,-,-,-,-,[7.80e-05 6.70e-05 2.58e-04]
1->3:,0.438457,0.0,-,-,-,-,[ 0.000862 -0.000827 -0.00034 ]
2->3:,0.123504,0.0,-,-,-,-,[0.271536 0.286511 0.029892]
1->4:,1.098439,0.0,-,-,-,-,[ 0.000702  0.00076  -0.002448]
2->4:,0.783487,0.0,-,-,-,-,[0.021206 0.019291 0.001705]
3->4:,0.659983,0.066,-,-,-,-,[1.411078 1.433789 0.152245]
1->5:,1.478866,0.001,-,-,-,-,[ 0.006843  0.007558 -0.134711]
2->5:,1.163914,0.0,-,-,-,-,[ 1.4279e-02 -1.4515e-02  4.9000e-05]
3->5:,1.04041,0.062,-,-,-,-,[ 1.098292 -1.10337  -0.013604]
4->5:,0.380427,0.0,-,-,-,-,[-0.014707  0.014828  0.000345]
1->6:,1.802432,0.001,-,-,-,-,[ 0.007164  0.007991 -0.141599]
2->6:,1.48748,0.0,-,-,-,-,[ 0.018967 -0.01811   0.000131]
3->6:,1.363976,0.078,-,-,-,-,[ 1.103096 -1.058891 -0.01074 ]
4->6:,0.703993,0.0,-,-,-,-,[-0.017395  0.015425  0.000209]
5->6:,0.323566,0.0,-,-,-,-,[ 0.0006   -0.002511 -0.000931]
1->7:,2.822216,0.001,-,-,-,-,[-0.079147 -0.082112 -0.008638]
2->7:,2.507263,0.0,-,-,-,-,[-0.00015   0.000571  0.000602]
3->7:,2.383759,0.0,-,-,-,-,[-4.000e-05 -7.200e-05  1.308e-03]
4->7:,1.723776,0.0,-,-,-,-,[ 0.000258 -0.00021  -0.000172]
5->7:,1.34335,0.0,-,-,-,-,[ 1.19e-04  8.00e-06 -2.90e-04]
6->7:,1.019783,0.0,-,-,-,-,[ 0.00019   0.000149 -0.00028 ]
1->8:,3.426428,0.0,-,-,-,-,[ 7.280e-04 -2.202e-03 -1.400e-05]
2->8:,3.111475,0.027,-,-,-,-,[ 0.426916 -0.416555 -0.004512]
3->8:,2.987971,0.0,-,-,-,-,[-1.8893e-02  2.0388e-02  8.7000e-05]
4->8:,2.327988,0.182,-,-,-,-,[-1.308187  1.219036  0.010653]
5->8:,1.947561,0.036,-,-,-,-,[-0.573646 -0.654776 -0.06617 ]
6->8:,1.623995,0.063,-,-,-,-,[-0.878479 -0.889867 -0.094614]
7->8:,0.604212,0.0,-,-,-,-,[ 0.000127  0.00028  -0.003746]
1->9:,3.678601,0.0,-,-,-,-,[-0.001669  0.000656 -0.000481]
2->9:,3.363648,0.127,-,-,-,-,[-0.893603  0.86341   0.009008]
3->9:,3.240144,0.0,-,-,-,-,[ 0.005635 -0.002356 -0.000153]
4->9:,2.580161,0.149,-,-,-,-,[-1.134122  1.03595   0.008028]
5->9:,2.199734,0.106,-,-,-,-,[-0.963628 -1.015929 -0.106157]
6->9:,1.876168,0.041,-,-,-,-,[-0.644913 -0.682264 -0.071185]
7->9:,0.856385,0.0,-,-,-,-,[-0.001518 -0.001787  0.03112 ]
8->9:,0.252173,0.0,-,-,-,-,[ 0.00152   0.004246 -0.000821]
1->10:,3.909663,0.0,-,-,-,-,[-6.08e-04 -6.00e-04  2.40e-05]
2->10:,3.59471,0.0,-,-,-,-,[-0.000312 -0.000375  0.003371]
3->10:,3.471206,0.0,-,-,-,-,[-3.30e-05 -4.70e-05 -1.55e-04]
4->10:,2.811223,0.0,-,-,-,-,[ 7.40e-05  5.90e-05 -5.25e-04]
5->10:,2.430797,0.0,-,-,-,-,[ 0.001738  0.002216 -0.036872]
6->10:,2.10723,0.0,-,-,-,-,[ 0.001893  0.002391 -0.039889]
7->10:,1.087447,0.11,-,-,-,-,[1.424565 1.44534  0.153563]
8->10:,0.483235,0.0,-,-,-,-,[-3.9e-05  3.2e-05  1.1e-04]
9->10:,0.231062,0.0,-,-,-,-,[ 1.32e-04  6.40e-05 -3.10e-04]
